itemId,sourceMcId,sourceMcTitle,description,targetDetectedMcIds,targetSplitMcIds,shouldSplit,caseType,split
3173,101,Ремонт квартир и домов под ключ,"Комплексный ремонт квартир под ключ с возможностью выполнения отдельных видов работ. Предлагаем отдельно установку сантехники, монтаж электропроводки, укладку плитки на пол и стены, а также поклейку обоев. Опыт работы более 8 лет. Гарантия на все виды работ. Звоните или пишите в чат.","[101, 102, 103, 105, 106]","[102, 103, 105, 106]",True,turnkey_split,train
3174,109,Напольные покрытия,Укладка ламината и линолеума быстро и качественно. Звоните!,[109],[],False,noisy_short,train
3175,109,Напольные покрытия,"Стяжка пола, укладка паркета, выезд мастера. Пишите в лс.",[109],[],False,noisy_short,test
3176,109,Напольные покрытия,Монтаж плинтусов и укладка ковролина. Работаем без предоплаты.,[109],[],False,noisy_short,val
3177,109,Напольные покрытия,"Укладка виниловой плитки, ремонт полов. Быстро и недорого.",[109],[],False,noisy_short,train
3178,109,Напольные покрытия,Укладка ламината и паркетной доски быстро и недорого. Возможен монтаж плинтусов. Звоните!,[109],[],False,noisy_short,train
3179,109,Напольные покрытия,"Стяжка пола, укладка линолеума. Работаем без предоплаты. Выезд бесплатный.",[109],[],False,noisy_short,test
3180,101,Ремонт квартир и домов под ключ,"Предлагаю:
- комплексный ремонт квартир и домов под ключ
- поклейка обоев как отдельная услуга
- укладка плитки с материалами заказчика
Опыт работы 8 лет, гарантия на все виды работ.","[101, 105, 106]","[105, 106]",True,bullets_mixed,train
3181,101,Ремонт квартир и домов под ключ,"Выполняю:
- капитальный ремонт под ключ
- электромонтажные работы отдельно
- штукатурка стен и потолков
Работаю быстро, качественно и без предоплаты.","[101, 103, 108]","[103, 108]",True,bullets_mixed,val
3182,101,Ремонт квартир и домов под ключ,"Услуги:
- ремонт квартир под ключ
- натяжные потолки можно заказать отдельно
- укладка ламината и паркетной доски
Соблюдаю сроки, предоставляю фотоотчеты.","[101, 104, 109]","[104, 109]",True,bullets_mixed,test
3183,101,Ремонт квартир и домов под ключ,"Предлагаю:
- полный ремонт квартир и офисов
- малярные работы как отдельная услуга
- монтаж гипсокартонных конструкций
Работаю по договору, возможна рассрочка.","[101, 107, 110]","[107, 110]",True,bullets_mixed,train
3184,109,Напольные покрытия,"Профессиональная укладка ламината и паркетной доски в квартирах и домах. Работаю аккуратно, с гарантией качества. Выезд на замер бесплатный. Звоните в любое время.",[109],[],False,single_direct,train
3185,109,Напольные покрытия,"Укладка винилового покрытия на пол в комнатах и коридорах. Быстро, чисто, с соблюдением всех технологий. Опыт работы более 8 лет. Цена договорная.",[109],[],False,single_direct,train
3186,108,Штукатурные работы,"Выполняем штукатурные работы любой сложности, включая выравнивание стен и потолков. Также предлагаем услуги по поклейке обоев и малярным работам. Работаем быстро и качественно, с гарантией на все виды работ.","[106, 107, 108]",[],False,multi_service_no_split,train
3187,108,Штукатурные работы,"Штукатурка стен и потолков под ключ. В комплекс услуг входит подготовка поверхностей, штукатурка и укладка плитки. Опыт работы более 5 лет, работаем по всей Москве и области.","[105, 108]",[],False,multi_service_no_split,val
3188,108,Штукатурные работы,Профессиональная штукатурка стен и потолков. Также выполняем монтаж гипсокартонных конструкций и покраску. Работаем с материалами заказчика или помогаем с их выбором.,"[107, 108, 110]",[],False,multi_service_no_split,train
3189,108,Штукатурные работы,"Штукатурные работы в квартирах и домах. Включаем в услугу подготовку поверхностей, штукатурку и финишную отделку. Возможен выезд на замер и консультация по материалам.","[107, 108]",[],False,multi_service_no_split,test
3190,108,Штукатурные работы,"Выполняем штукатурные работы любой сложности, включая выравнивание стен и потолков. Также предлагаем услуги по поклейке обоев и малярным работам. Работаем быстро и качественно, с гарантией на все виды работ. Звоните или пишите в любое время.","[106, 107, 108]",[],False,multi_service_no_split,train
3191,108,Штукатурные работы,"Профессиональная штукатурка стен и потолков под ключ. В комплекс услуг входит подготовка поверхностей, штукатурка и укладка плитки. Работаем с материалами заказчика или предоставляем свои. Оперативный выезд на замер.","[105, 108]",[],False,multi_service_no_split,test
3192,111,Демонтажные работы,"Выполняем демонтаж перегородок, удаление старых покрытий и подготовку стен под штукатурку. Также можем установить временные розетки и выключатели на период ремонта. Работаем быстро и аккуратно.","[103, 108, 111]",[],False,multi_service_no_split,train
3193,111,Демонтажные работы,"Демонтаж сантехники, снятие напольных покрытий и вывоз мусора. При необходимости можем выполнить частичную замену электропроводки в рамках подготовки к капитальному ремонту.","[102, 103, 109, 111]",[],False,multi_service_no_split,train
3194,111,Демонтажные работы,"Снос стен, удаление старых обоев и подготовка поверхностей под покраску. Включаем в работу демонтаж гипсокартонных конструкций и выравнивание стен штукатуркой.","[106, 107, 108, 110, 111]",[],False,multi_service_no_split,test
3195,111,Демонтажные работы,"Демонтаж плитки в ванной и на кухне, снятие натяжных потолков и вывоз строительного мусора. По желанию заказчика можем выполнить частичную замену сантехнических коммуникаций.","[102, 104, 105, 111]",[],False,multi_service_no_split,val
3196,111,Демонтажные работы,"Выполню демонтаж перегородок из гипсокартона в офисе или квартире. Быстро, аккуратно, с вывозом мусора. Работаю по Москве и области.",[111],[],False,single_direct,train
3197,111,Демонтажные работы,"Демонтаж старых полов, снятие плинтусов и подготовка поверхности под новый ремонт. Опыт более 7 лет, работаю без выходных. Цены договорные.",[111],[],False,single_direct,test
3198,107,Малярные работы,"Предлагаю услуги маляра:
- покраска стен и потолков (возможно отдельно)
- шпатлевка поверхностей под покраску
- поклейка обоев (можно заказать как отдельную услугу)
- подготовка стен под финишную отделку
Опыт работы 10 лет, работаю аккуратно и быстро.","[106, 107, 108]","[106, 108]",True,bullets_mixed,train
3199,107,Малярные работы,"Выполняю малярные работы:
- покраска стен, потолков, оконных рам
- поклейка обоев (можно отдельно)
- шлифовка и грунтовка поверхностей
- ремонт мелких трещин и сколов
Гарантия на все виды работ, работаю без посредников.","[106, 107]",[106],True,bullets_mixed,train
3200,107,Малярные работы,"Услуги маляра-отделочника:
- покраска стен и потолков (возможно отдельно)
- поклейка обоев любых типов
- выравнивание стен шпатлевкой
- подготовка поверхностей под покраску
Работаю по Москве и области, цены договорные.","[106, 107, 108]","[106, 108]",True,bullets_mixed,val
3201,107,Малярные работы,"Предлагаю:
- покраска стен, потолков, дверей
- поклейка обоев (можно заказать отдельно)
- шпатлевка и грунтовка стен
- ремонт повреждений поверхностей
Опыт работы 8 лет, качественно и в срок.","[106, 107, 108]",[106],True,bullets_mixed,test
3202,103,Электрика,"Выполню замену электропроводки в квартире или доме. Также предлагаю отдельно услуги по укладке плитки и поклейке обоев. Работаю по договору, возможен выезд на замер.","[103, 105, 106]","[105, 106]",True,multi_service_split,train
3203,103,Электрика,"Монтаж электрики под ключ, включая установку розеток, выключателей и щитков. По желанию заказчика могу выполнить отдельно штукатурные работы или укладку напольных покрытий. Быстро и качественно.","[103, 108, 109]","[108, 109]",True,multi_service_split,test
3204,103,Электрика,"Замена проводки, установка освещения и монтаж слаботочных систем. При необходимости готов выполнить отдельно работы по гипсокартону или демонтаж старых конструкций. Опыт работы более 5 лет.","[103, 110, 111]","[110, 111]",True,multi_service_split,val
3205,103,Электрика,"Электромонтажные работы любой сложности. По запросу заказчика могу отдельно выполнить малярные работы или поклейку обоев. Гарантия на все виды работ, работаю без посредников.","[103, 106, 107]","[106, 107]",True,multi_service_split,train
3206,103,Электрика,"Выполню замену электропроводки в квартире. Также отдельно могу сделать штукатурные работы и поклейку обоев. Все работы выполняются по договору, возможен выезд на замер.","[103, 106, 107, 108]","[106, 108]",True,multi_service_split,train
3207,103,Электрика,"Установка розеток, выключателей и прокладка кабеля. По желанию заказчика могу выполнить отдельно укладку плитки и монтаж гипсокартонных конструкций. Работаю без посредников.","[103, 105, 110]","[105, 110]",True,multi_service_split,test
3208,101,Ремонт квартир и домов под ключ,"Выполню ремонт квартиры под ключ в новостройке. Полный цикл работ, включая отделку и установку сантехники. Опыт работы 8 лет. Гарантия на все виды работ.",[101],[],False,single_direct,train
3209,101,Ремонт квартир и домов под ключ,Комплексный ремонт загородного дома под ключ. Работаем с материалами заказчика или предоставляем свои. Смета после осмотра объекта. Есть свободные бригады.,[101],[],False,single_direct,test
3210,101,Ремонт квартир и домов под ключ,"Ремонт квартиры под ключ в Москве и области. Качественно и в срок. Опыт более 10 лет. Работаем по договору, поэтапная оплата. Звоните для консультации.",[101],[],False,single_direct,val
3211,101,Ремонт квартир и домов под ключ,"Полный ремонт квартиры под ключ, от черновой отделки до чистовой. Работаем с дизайн-проектами. Опытная бригада, все работы выполняем сами, без посредников.",[101],[],False,single_direct,train
3212,102,Сантехника,"Установка и замена сантехники. Также выполняем монтаж натяжных потолков и поклейку обоев — эти работы можно заказать отдельно. Работаем по договору, возможна поэтапная оплата.","[102, 104, 106]","[104, 106]",True,multi_service_split,train
3213,102,Сантехника,"Ремонт сантехнических систем. Дополнительно предлагаем укладку плитки и малярные работы — можно заказать как вместе, так и по отдельности. Гарантия на все виды работ.","[102, 105, 107]","[105, 107]",True,multi_service_split,test
3214,102,Сантехника,"Замена смесителей, труб и радиаторов. По желанию клиента выполняем штукатурные работы и монтаж гипсокартона отдельно. Быстро, качественно, с гарантией.","[102, 108, 110]","[108, 110]",True,multi_service_split,train
3215,102,Сантехника,"Установка сантехники под ключ. Также можем отдельно выполнить демонтаж старых конструкций и укладку напольных покрытий. Работаем без предоплаты, возможен выезд на замер.","[102, 109, 111]","[109, 111]",True,multi_service_split,val
3216,102,Сантехника,"Установка сантехники под ключ. По желанию клиента можем отдельно выполнить укладку плитки или поклейку обоев. Работаем по этапам, оплата после каждого этапа.","[102, 105, 106]","[105, 106]",True,multi_service_split,train
3217,102,Сантехника,Замена сантехнических коммуникаций. При необходимости выполним отдельно натяжные потолки или малярные работы. Гибкий график и поэтапная оплата.,"[102, 104, 107]","[104, 107]",True,multi_service_split,test
3218,105,Укладка плитки,"Качественная укладка плитки на пол и стены в ванной комнате. Работаю с любыми материалами, включая керамогранит. Опыт работы более 10 лет. Гарантия на выполненные работы.",[105],[],False,single_direct,train
3219,105,Укладка плитки,"Профессиональная укладка плитки в кухне под ключ. Выполняю работы быстро и аккуратно, с учетом всех пожеланий заказчика. Есть все необходимые инструменты и материалы.",[105],[],False,single_direct,val
3220,106,Поклейка обоев,"Предлагаю услуги:
- поклейка обоев любых типов (винил, флизелин, бумага)
- шпатлёвка стен под обои
- монтаж розеток и выключателей отдельно
- укладка ламината по желанию заказчика
Работаю чисто и быстро, гарантия на все виды работ.","[103, 106, 107, 109]","[103, 107, 109]",True,bullets_mixed,train
3221,106,Поклейка обоев,"Выполняю:
- поклейка обоев в квартирах и офисах
- мелкий ремонт электрики (замена проводки, установка светильников)
- штукатурка стен под обои
- укладка плитки на пол отдельно
Опыт работы 8 лет, работаю без посредников.","[103, 105, 106, 108]","[103, 105, 108]",True,bullets_mixed,val
3222,106,Поклейка обоев,"Услуги:
- поклейка обоев (в том числе под покраску)
- замена сантехники (унитазы, раковины, смесители)
- монтаж гипсокартонных конструкций отдельно
- покраска стен и потолков
Цены договорные, выезд на замер бесплатно.","[102, 106, 107, 110]","[102, 107, 110]",True,bullets_mixed,test
3223,106,Поклейка обоев,"Предлагаю:
- поклейка обоев всех видов
- демонтаж старых покрытий
- установка дверей и окон отдельно
- укладка паркета или ламината
Работаю с материалами заказчика или своими, гарантия качества.","[106, 109, 111]","[109, 111]",True,bullets_mixed,train
3224,106,Поклейка обоев,"Предлагаю услуги:
- поклейка обоев любых типов (винил, флизелин, бумага)
- шпатлёвка стен под покраску отдельно
- монтаж розеток и выключателей по желанию
- уборка помещения после работ
Работаю аккуратно, без предоплаты.","[103, 106, 107, 108]","[103, 107, 108]",True,bullets_mixed,train
3225,106,Поклейка обоев,"Выполняю:
- поклейка обоев с подбором рисунка
- демонтаж старых покрытий (обои, краска)
- грунтовка стен отдельно
- установка сантехники по договорённости
Гарантия на все виды работ, выезд бесплатный.","[102, 106, 111]","[102, 111]",True,bullets_mixed,test
3226,110,Гипсокартон,Выполню монтаж гипсокартонных конструкций любой сложности. Включая штукатурные работы и подготовку стен под покраску. Работаю аккуратно и с гарантией. Звоните или пишите в любое время.,"[107, 108, 110]",[],False,multi_service_no_split,train
3227,110,Гипсокартон,"Обшивка стен и потолков гипсокартоном, установка перегородок. Также выполняю демонтаж старых конструкций и подготовку поверхностей под финишную отделку. Быстро, качественно, без пыли.","[110, 111, 108]",[],False,multi_service_no_split,val
3228,110,Гипсокартон,"Монтаж гипсокартонных потолков и перегородок, включая прокладку электропроводки в коробах. Шпатлёвка и шлифовка поверхностей под обои или покраску. Работаю по всей Москве и области.","[103, 106, 107, 110]",[],False,multi_service_no_split,train
3229,111,Демонтажные работы,"Предлагаю услуги:
- демонтаж стен и перегородок
- укладка плитки на подготовленные поверхности
- поклейка обоев отдельно или в комплексе
- вывоз строительного мусора
Работаю быстро и аккуратно, возможен выезд в день обращения.","[105, 106, 111]","[105, 106]",True,bullets_mixed,train
3230,111,Демонтажные работы,"Выполняю:
- демонтаж старых покрытий (обои, плитка, полы)
- штукатурные работы под ключ или отдельно
- установка гипсокартонных конструкций
Гарантия на все виды работ, работаю без выходных.","[106, 108, 110, 111]","[108, 110]",True,bullets_mixed,val
3231,111,Демонтажные работы,"Осуществляю:
- демонтаж сантехники и электропроводки
- малярные работы (покраска стен, потолков)
- укладка напольных покрытий (ламинат, линолеум)
Возможен частичный или полный комплекс работ.","[102, 103, 107, 109, 111]","[107, 109]",True,bullets_mixed,test
3232,111,Демонтажные работы,"Предлагаю:
- демонтаж перегородок и стен
- установка натяжных потолков
- поклейка обоев и покраска
Работаю по договору, возможен безналичный расчет.","[104, 106, 107, 111]",[104],True,bullets_mixed,train
3233,111,Демонтажные работы,"Предлагаю услуги по демонтажу:
- снятие старых обоев и покраска стен отдельно
- демонтаж перегородок из гипсокартона
- укладка плитки после подготовки поверхности
- вывоз строительного мусора
Работаю быстро и аккуратно, возможен заказ отдельных услуг.","[105, 106, 107, 110, 111]","[105, 106, 107]",True,bullets_mixed,train
3234,102,Сантехника,"Установка и замена сантехнического оборудования, включая раковины, унитазы и смесители. Также выполняю монтаж трубопроводов и подключение стиральных машин. Работаю качественно и быстро.",[102],[],False,multi_service_no_split,train
3235,102,Сантехника,"Ремонт и замена сантехники, установка водонагревателей и фильтров для воды. Могу выполнить штукатурные работы в ванной комнате в комплексе с сантехническими услугами.","[102, 108]",[],False,multi_service_no_split,train
3236,102,Сантехника,"Монтаж сантехники под ключ: установка ванн, душевых кабин, умывальников и биде. Прокладка труб и подключение к системам водоснабжения и канализации. Опыт работы более 5 лет.",[102],[],False,multi_service_no_split,test
3237,102,Сантехника,"Замена и ремонт сантехнических приборов, установка счётчиков воды и фильтров. Также выполняю электромонтажные работы в санузлах при необходимости комплексного подхода.","[102, 103]",[],False,multi_service_no_split,val
3238,108,Штукатурные работы,"Выполняем штукатурные работы любой сложности. По желанию клиента можем отдельно поклеить обои или установить натяжные потолки. Работаем быстро и качественно, гарантия на все виды работ.","[104, 106, 108]","[104, 106]",True,multi_service_split,train
3239,108,Штукатурные работы,Штукатурка стен и потолков механизированным способом. При необходимости отдельно выполним укладку плитки или монтаж гипсокартонных конструкций. Оперативно и недорого.,"[105, 108, 110]","[105, 110]",True,multi_service_split,test
3240,108,Штукатурные работы,Профессиональная штукатурка под маяк. По запросу клиента можем отдельно выполнить малярные работы или уложить напольное покрытие. Скидки на комплексные заказы.,"[107, 108, 109]","[107, 109]",True,multi_service_split,val
3241,108,Штукатурные работы,"Штукатурка стен и откосов. Возможно отдельное выполнение электромонтажных работ или поклейки обоев. Работаем по всей Москве и области, звоните.","[103, 106, 108]","[103, 106]",True,multi_service_split,train
3242,108,Штукатурные работы,Выполняем штукатурные работы любой сложности. По желанию клиента можем отдельно поклеить обои или уложить плитку в ванной. Работаем с материалами заказчика или предоставляем свои. Звоните или пишите в чат.,"[105, 106, 108]","[105, 106]",True,multi_service_split,train
3243,103,Электрика,"Предлагаю услуги электрика:
- замена проводки в квартире или доме
- установка розеток и выключателей (можно отдельно)
• монтаж натяжных потолков с подсветкой
- укладка ламината как самостоятельная услуга
Опыт работы 8 лет, гарантия на работы.","[103, 104, 109]","[104, 109]",True,bullets_mixed,train
3244,103,Электрика,"Выполняю электромонтажные работы:
- полная замена электропроводки
- установка и подключение сантехники (можно отдельно)
• поклейка обоев
- штукатурка стен под ключ
Работаю без посредников, цена договорная.","[102, 103, 106, 108]","[102, 106]",True,bullets_mixed,val
3245,103,Электрика,"Услуги электрика с выездом:
- диагностика и ремонт электрики
- монтаж гипсокартонных конструкций
• укладка плитки на пол и стены
- малярные работы (возможно отдельно)
Бригада с опытом 10 лет, работаем по договору.","[103, 105, 107, 110]","[105, 107]",True,bullets_mixed,test
3246,103,Электрика,"Предлагаю:
- монтаж электропроводки под ключ
- демонтаж старых конструкций
• установка натяжных потолков
- штукатурные работы (можно заказать отдельно)
Частный мастер, работаю быстро и качественно.","[103, 104, 108, 111]","[104, 108]",True,bullets_mixed,train
3247,103,Электрика,"Предлагаю услуги электрика:
- монтаж и замена электропроводки
- установка розеток и выключателей (можно отдельно)
- подключение бытовой техники
- штукатурные работы под электрику по запросу
Опыт работы 8 лет, гарантия на работы. Цена договорная.","[103, 108]",[108],True,bullets_mixed,train
3248,106,Поклейка обоев,Качественная поклейка обоев в комнатах и коридоре. Также выполняю штукатурные работы под ключ. Работаю с материалами заказчика или предоставляю свои.,"[106, 108]",[],False,multi_service_no_split,train
3249,106,Поклейка обоев,"Поклейка обоев любых типов: флизелиновые, виниловые, бумажные. Включаю подготовку стен и мелкие малярные работы. Быстро и аккуратно.","[106, 107]",[],False,multi_service_no_split,test
3250,106,Поклейка обоев,Поклейка обоев в квартире или доме. Дополнительно предлагаю услуги по укладке ламината и демонтажу старых покрытий. Работаю без выходных.,"[106, 109, 111]",[],False,multi_service_no_split,val
3251,106,Поклейка обоев,Профессиональная поклейка обоев с выравниванием стен и шпаклевкой. Возможна установка гипсокартонных конструкций под дальнейшую отделку.,"[106, 108, 110]",[],False,multi_service_no_split,train
3252,106,Поклейка обоев,"Качественная поклейка обоев в комнатах и прихожей. Также выполняю штукатурные работы под поклейку. Работаю быстро и аккуратно, возможен выезд в день обращения.","[106, 108]",[],False,multi_service_no_split,train
3253,106,Поклейка обоев,"Поклейка обоев в квартире или доме. Включаю подготовку стен и мелкие малярные работы. Гарантия на выполненные работы, выезд в удобное для вас время.","[106, 107]",[],False,multi_service_no_split,test
3254,108,Штукатурные работы,Выполняю штукатурные работы в квартирах и домах. Черновая отделка стен под покраску или обои. Работаю с материалами заказчика или закупаю сам. Цена договорная после осмотра объекта.,[108],[],False,single_direct,train
3255,108,Штукатурные работы,"Штукатурка стен и потолков в новостройках. Подготовка поверхностей под финишную отделку. Работаю быстро и качественно, возможен выезд в день обращения. Гарантия на работы 2 года.",[108],[],False,single_direct,test
3256,106,Поклейка обоев,Профессиональная поклейка обоев любых типов. По желанию клиента можем выполнить отдельно монтаж электропроводки или установку сантехники. Работаем быстро и качественно.,"[102, 103, 106]","[102, 103]",True,multi_service_split,train
3257,106,Поклейка обоев,Поклейка обоев под ключ. Также предлагаем отдельные услуги по штукатурке стен и укладке плитки. Возможен выезд на замеры в удобное для вас время.,"[105, 106, 108]","[105, 108]",True,multi_service_split,val
3258,106,Поклейка обоев,Качественная поклейка обоев. При необходимости можем отдельно выполнить малярные работы или монтаж гипсокартонных конструкций. Опыт более 5 лет.,"[106, 107, 110]","[107, 110]",True,multi_service_split,train
3259,106,Поклейка обоев,Поклейка обоев с гарантией. Также выполняем отдельно укладку напольных покрытий и демонтажные работы. Работаем без выходных.,"[106, 109, 111]","[109, 111]",True,multi_service_split,test
3260,106,Поклейка обоев,Профессиональная поклейка обоев любых типов. По желанию заказчика также выполняем электромонтажные работы или укладку плитки отдельно. Гарантия на все виды работ.,"[103, 105, 106]","[103, 105]",True,multi_service_split,train
3261,104,Натяжные потолки,установка натяжных потолков быстро и качественно звоните,[104],[],False,noisy_short,train
3262,104,Натяжные потолки,ремонт потолка + поклейка обоев недорого пишите в лс,"[104, 106]",[106],True,noisy_short,train
3263,104,Натяжные потолки,натяжные потолки с фотопечатью / штукатурка стен бригада,"[104, 108]",[108],True,noisy_short,val
3264,104,Натяжные потолки,демонтаж старого потолка и установка нового натяжного,"[104, 111]",[111],True,noisy_short,test
3265,104,Натяжные потолки,"натяжные потолки матовые и глянцевые, звоните, возможна установка светильников","[103, 104]",[103],True,noisy_short,train
3266,104,Натяжные потолки,"установка натяжных потолков быстро и качественно, также можем поклеить обои если нужно пишите","[104, 106]",[106],True,noisy_short,train
3267,101,Ремонт квартир и домов под ключ,"Полный ремонт квартир и домов под ключ с нуля до заселения. Включает штукатурку стен, укладку плитки, установку натяжных потолков и другие виды работ. Работаем только с комплексными заказами, отдельные услуги не предоставляем. Опыт работы более 8 лет, гарантия на все виды работ.","[101, 108, 105, 104]",[],False,turnkey_no_split,train
3268,109,Напольные покрытия,"Профессиональная укладка ламината, паркета и линолеума. Выполняем стяжку пола и выравнивание поверхности. Работаем с материалами заказчика или предоставляем свои по выгодным ценам. Гарантия на все виды работ.",[109],[],False,multi_service_no_split,train
3269,109,Напольные покрытия,"Укладка напольной плитки в ванной и на кухне, а также монтаж теплого пола под ключ. Подготовка основания, стяжка, гидроизоляция. Работаем быстро и качественно, возможен выезд на замер сегодня.","[105, 109]",[],False,multi_service_no_split,train
3270,109,Напольные покрытия,"Комплексные работы по устройству полов: стяжка, укладка ламината, паркетной доски, ковролина. Также выполняем демонтаж старых покрытий и вывоз мусора. Опыт более 10 лет, работаем по договору.","[109, 111]",[],False,multi_service_no_split,test
3271,109,Напольные покрытия,"Укладка кварцвиниловой плитки и винилового ламината. Подготовка основания, включая шлифовку и выравнивание. Работаем с коммерческими и жилыми объектами. Предоставляем фотоотчеты на каждом этапе.",[109],[],False,multi_service_no_split,val
3272,110,Гипсокартон,"Монтаж перегородок из гипсокартона в квартире. Выполню короба для труб, ниши под технику. Работаю с материалами заказчика или предоставлю свои. Быстро и качественно.",[110],[],False,single_direct,train
3273,110,Гипсокартон,Обшивка стен гипсокартоном под покраску. Делаю потолки из ГКЛ с подсветкой. Опыт работы 10 лет. Выезд на замер бесплатно. Работаю по договору.,[110],[],False,single_direct,test
3274,104,Натяжные потолки,Установка натяжных потолков любых типов. По желанию клиента можем отдельно поклеить обои или выполнить штукатурные работы. Работаем с материалами заказчика или предоставляем свои. Звоните для консультации.,"[104, 106, 108]","[106, 108]",True,multi_service_split,train
3275,104,Натяжные потолки,Качественный монтаж натяжных потолков. При необходимости отдельно выполняем покраску стен или укладку плитки. Возможна поэтапная оплата. Оставляйте заявку в чате.,"[104, 105, 107]","[105, 107]",True,multi_service_split,train
3276,104,Натяжные потолки,Установка натяжных потолков под ключ. Также можем отдельно выполнить работы по гипсокартону или демонтажу старых конструкций. Быстро и качественно. Пишите или звоните.,"[104, 110, 111]","[110, 111]",True,multi_service_split,val
3277,104,Натяжные потолки,Профессиональный монтаж натяжных потолков. По запросу клиента отдельно выполняем сантехнические работы или укладку напольных покрытий. Гарантия на все виды работ. Обращайтесь!,"[104, 102, 109]","[102, 109]",True,multi_service_split,test
3278,102,Сантехника,"Замена труб и установка смесителей в квартире. Работаю аккуратно, с гарантией. Опыт более 7 лет. Звоните для консультации.",[102],[],False,single_direct,train
3279,102,Сантехника,"Чистка канализации и ремонт сантехнических приборов. Быстро и качественно, без выходных. Выезд в течение часа.",[102],[],False,single_direct,test
3280,110,Гипсокартон,Монтаж перегородок из гипсокартона под ключ. Возможен отдельный монтаж каркаса или только обшивка листами. Также выполняем шпаклевку и покраску готовых конструкций отдельно.,"[107, 110]",[107],True,multi_service_split,train
3281,110,Гипсокартон,Изготовление потолков из гипсокартона с подсветкой. Возможен заказ отдельно монтажа гипсокартона или только установки электрики. Шпаклевка и покраска выполняются по желанию заказчика.,"[103, 107, 110]","[103, 107]",True,multi_service_split,val
3282,110,Гипсокартон,"Ремонт и отделка стен гипсокартоном. Возможен отдельный монтаж конструкций или только финишная отделка (шпаклевка, покраска). Работаем по договору, гарантия на все виды работ.","[107, 110]",[107],True,multi_service_split,train
3283,110,Гипсокартон,Установка арок и ниш из гипсокартона. Возможен заказ отдельно монтажа гипсокартона или только шпаклевки и покраски. Электрика и подсветка выполняются по дополнительному согласованию.,"[103, 107, 110]","[103, 107]",True,multi_service_split,test
3284,110,Гипсокартон,"Выполняем монтаж перегородок из гипсокартона, а также отдельно шпаклевку и покраску стен. Возможен заказ каждого вида работ по отдельности. Быстро и качественно.","[107, 110]",[107],True,multi_service_split,train
3285,111,Демонтажные работы,снос перегородок быстро и аккуратно звоните,[111],[],False,noisy_short,train
