prompt,model_answer,predict_proba,query
"В каком музее хранится акварельный этюд «Голова боярышни», созданный В. И. Суриковым для картины «Взятие снежного городка»?","Акварельный этюд «Голова боярышни», созданный Василием Ивановичем Суриковым для картины «Взятие снежного городка», хранится в Государственной Третьяковской галерее в Москве.",0.2526953407834073,"В каком музее хранится акварельный этюд «Голова боярышни», созданный В. И. Суриковым для картины «Взятие снежного городка»?"
В каком году были прекращены эксперименты со стрельбой нарезными снарядами из 122-мм пушки образца 1931 года (А-19)?,Эксперименты со стрельбой нарезными снарядами из 122-мм пушки образца 1931 года (А-19) были прекращены в 1940 году.,0.02606650967962985,В каком году были прекращены эксперименты со стрельбой нарезными снарядами из 122-мм пушки образца 1931 года (А-19)?
"Кого называл «сыном Зевса» Анаксарх в анекдоте, приведённом Плутархом?",Анаксарх называл Александра Македонского «сыном Зевса».,0.0004712402855766769,"Кого называл «сыном Зевса» Анаксарх в анекдоте, приведённом Плутархом?"
Кому был передан замок Бруэм в 1322 году после казни Роджера Клиффорда?,Замок Бруэм был передан королю Эдуарду II после казни Роджера Клиффорда в 1322 году.,0.015259022535941838,Кому был передан замок Бруэм в 1322 году после казни Роджера Клиффорда?
Какой срок наказания был назначен Сергею Александровичу Помазуну в апреле 2005 года за угон автомобилей?,В апреле 2005 года Сергею Александровичу Помазуну было назначено наказание в виде лишения свободы на срок 1 год и 6 месяцев за угон автомобилей.,0.007954786928306702,Какой срок наказания был назначен Сергею Александровичу Помазуну в апреле 2005 года за угон автомобилей?
Кто в 1227 году отлучил императора Священной Римской империи Фридриха II от церкви?,"В 1227 году папа римский Григорий IX отлучил императора Священной Римской империи Фридриха II от церкви за то, что тот не выполнил свои обеты по крестовому походу.",0.0052305884998911836,Кто в 1227 году отлучил императора Священной Римской империи Фридриха II от церкви?
"Какой доход в год от таможенных поступлений на Карибских островах достиг к моменту смерти Джеймса Хэя, 1-го графа Карлайла?","К моменту смерти Джеймса Хэя, 1-го графа Карлайла, доходы от таможенных поступлений на Карибских островах достигли примерно 200 тысяч фунтов стерлингов в год.",0.4045173473569114,"Какой доход в год от таможенных поступлений на Карибских островах достиг к моменту смерти Джеймса Хэя, 1-го графа Карлайла?"
"С кем вступила во второй брак Елена, дочь Петра Аркадьевича Столыпина?",Елена Петровна Столыпина (в девичестве Трубецкая) вышла замуж за князя Дмитрия Дмитриевича Оболенского в 1906 году.,0.889932685693949,"С кем вступила во второй брак Елена, дочь Петра Аркадьевича Столыпина?"
Какой цвет кожи у Вишну в индуистской иконографии?,В индуистской иконографии бог Вишну изображается с кожей синего цвета. Этот цвет символизирует его божественную природу и связь с космическими силами.,0.0006208411192788543,Какой цвет кожи у Вишну в индуистской иконографии?
Какой фермент катализирует превращение глюкозо-6-фосфата в 6-фосфоглюконо-δ-лактон на окислительном этапе пентозофосфатного пути?,"Фермент, который катализирует превращение глюкозо-6-фосфата в 6-фосфоглюконо-δ-лактон на окислительном этапе пентозофосфатного пути, называется глюкозо-6-фосфатдегидрогеназа (G6PD). Этот фермент играет ключевую роль в окислительном этапе пентозофосфатного пути, обеспечивая образование НАДФН и рибозо-5-фосфата из глюкозы-6-фосфата.",0.018239771198478628,Какой фермент катализирует превращение глюкозо-6-фосфата в 6-фосфоглюконо-δ-лактон на окислительном этапе пентозофосфатного пути?
В каком году Билефельдский университет приобрёл литературное наследие Никласа Лумана?,Билефельдский университет приобрёл литературное наследие Никласа Лумана в 2015 году.,0.024276084405156523,В каком году Билефельдский университет приобрёл литературное наследие Никласа Лумана?
"Какая разновидность ненецкого языка, бывшая в ходу на Новой Земле, вымерла в 1950-х годах?","Ненецкий язык, бывший в ходу на Новой Земле и вымерший в 1950-х годах, называется **новоземельский ненецкий язык**.",0.782907920136533,"Какая разновидность ненецкого языка, бывшая в ходу на Новой Земле, вымерла в 1950-х годах?"
"В каком городе, прославившемся медициной и переливанием крови, разворачивается действие игры «Bloodborne»?",Действие игры «Bloodborne» разворачивается в вымышленном городе Ярнам. Этот город стал знаменитым благодаря своей медицине и исследованиям в области переливания крови.,0.0400733679808643,"В каком городе, прославившемся медициной и переливанием крови, разворачивается действие игры «Bloodborne»?"
Кто в феврале 1347 года был послан королём Эдуардом III в Шотландию для участия в суде над графами Ментейта и Файфа?,"В феврале 1347 года король Англии Эдуард III отправил в Шотландию своего представителя — Уильяма Монтегю, графа Солсбери, чтобы он участвовал в суде над шотландскими графами Уильямом Дугласом, 6-м графом Атоллом, и Джоном Стюартом, 2-м графом Файфом.",0.14486845805146245,Кто в феврале 1347 года был послан королём Эдуардом III в Шотландию для участия в суде над графами Ментейта и Файфа?
"Кем является философ, чья концепция «Бог или Природа» относится к пантеизму как течению относительного метафизического атеизма?","Философом, чьё понятие «Бог или природа» связано с пантеизмом и относится к течению относительно метафизического атеизма, является Бенедикт Спиноза.",0.14744491398168483,"Кем является философ, чья концепция «Бог или Природа» относится к пантеизму как течению относительного метафизического атеизма?"
Кем был Лоренс Олифант командирован в Торонто зимой 1873 года?,Лоренс Олифант был командирован в Торонто зимой 1873 года как представитель британской короны и дипломатический посланник. Он был назначен на эту должность королевой Викторией.,0.9982607090268885,Кем был Лоренс Олифант командирован в Торонто зимой 1873 года?
"Кто из участников Британской экспедиции на Джомолунгму 1922 года дал ответ «потому, что она есть» на вопрос о желании покорить вершину?","Ответ «потому, что она есть» на вопрос о желании покорить вершину дал Джордж Мэллори в ходе Британской экспедиции на Джомолунгму 1922 года.",0.9571070057361587,"Кто из участников Британской экспедиции на Джомолунгму 1922 года дал ответ «потому, что она есть» на вопрос о желании покорить вершину?"
"Кто в 1929 году в письме Виланду Майру утверждал, что алкоголь не играл никакой роли в творчестве Эрика Сати?","В письме Виланду Майру в 1929 году утверждал, что алкоголь не играл никакой роли в творчестве Эрика Сати, французский композитор и пианист **Жак-Ибер**.",0.47784660386975875,"Кто в 1929 году в письме Виланду Майру утверждал, что алкоголь не играл никакой роли в творчестве Эрика Сати?"
"Как называлась первая музыкальная группа Варга Викернеса, созданная в 1988 или 1989 году?","Первая музыкальная группа Варга Викернеса, созданная в 1988 или 1989 году, называлась **""Kalashnikovs""**.",0.010794080040912195,"Как называлась первая музыкальная группа Варга Викернеса, созданная в 1988 или 1989 году?"
Кем был руководим проект Дворца культуры Минского тракторного завода в Тракторозаводском посёлке?,Проект Дворца культуры Минского тракторного завода в Тракторозаводском посёлке был разработан архитектором Александром Александровичем Гецелем.,0.9996038260367691,Кем был руководим проект Дворца культуры Минского тракторного завода в Тракторозаводском посёлке?
Какое прозвище дала школьная учительница Юнатану в некрологе за спасение брата из пожара в книге Астрид Линдгрен «Братья Львиное сердце»?,В книге Астрид Линдгрен «Братья Львиное сердце» учительница назвала Юнатана «Львиным сердцем».,0.9896171607912239,Какое прозвище дала школьная учительница Юнатану в некрологе за спасение брата из пожара в книге Астрид Линдгрен «Братья Львиное сердце»?
"Кем стала одна из дочерей Гамилькара Барка, ставшая прототипом главной героини романа Гюстава Флобера «Саламбо»?","Одна из дочерей Гамилькара Барка, которая стала прототипом главной героини романа Гюстава Флобера «Саламбо», была по имени Саламбо.",0.9291780932910512,"Кем стала одна из дочерей Гамилькара Барка, ставшая прототипом главной героини романа Гюстава Флобера «Саламбо»?"
"Кто стал первой в истории женщиной на посту комиссара профессиональной спортивной лиги, заняв эту должность в World Team Tennis в 1984 году?",Первой женщиной на посту комиссара профессиональной спортивной лиги стала **Энн МакКормак** (Anne McCormack). Она заняла эту должность в World Team Tennis в 1984 году.,0.9940530182602039,"Кто стал первой в истории женщиной на посту комиссара профессиональной спортивной лиги, заняв эту должность в World Team Tennis в 1984 году?"
Какое здание было подожжено белыми активистами во время беспорядков в Уилмингтоне в ноябре 1898 года?,"Во время беспорядков в Уилмингтоне в ноябре 1898 года белые активисты подожгли здание местной газеты ""Wilmington Daily Record"". Это событие стало одним из самых известных актов насилия против афроамериканцев и прессы на юге США в конце XIX века.",0.09866682745350686,Какое здание было подожжено белыми активистами во время беспорядков в Уилмингтоне в ноябре 1898 года?
В каком году Владимир Высоцкий написал пародийную «цыганскую» песню «На степи молдаванские // Пролился свет костров…» для студенческого спектакля во время учёбы в Школе-студии МХАТ?,Владимир Высоцкий написал пародийную «цыганскую» песню «На степи молдаванские // Пролился свет костров…» в 1957 году для студенческого спектакля во время учёбы в Школе-студии МХАТ.,0.08780363849115222,В каком году Владимир Высоцкий написал пародийную «цыганскую» песню «На степи молдаванские // Пролился свет костров…» для студенческого спектакля во время учёбы в Школе-студии МХАТ?
Из чего состоит геном вирофага Замилон?,"Геном вирофага Замилон представляет собой кольцевую молекулу ДНК, которая содержит информацию для синтеза белков и РНК, необходимых для размножения вируса внутри клетки-хозяина.",0.7232005067898356,Из чего состоит геном вирофага Замилон?
В каком году альбом Headhunters джазового пианиста Херби Хэнкока сделал инструмент хиндеху широко известным в западной музыке?,"Альбом ""Headhunters"" джазового пианиста Херби Хэнкока был выпущен в 1973 году и стал одним из самых известных альбомов в жанре джаз-фьюжн. Он включал в себя такие композиции, как ""Chameleon"", ""Watermelon Man"" и ""Seen You 'Round"". Альбом получил признание критиков и коммерческий успех, а также помог популяризировать использование синтезаторов и других электронных инструментов в джазовой музыке.",0.0037780029410241505,В каком году альбом Headhunters джазового пианиста Херби Хэнкока сделал инструмент хиндеху широко известным в западной музыке?
"Кто в середине X века рассказал о славянских племенах Рашки, Дукли, Травунии, Захумья, Пагании и Боснии?","В середине X века византийский император Константин VII Багрянородный написал трактат «Об управлении империей», где подробно описал различные народы и племена Балканского полуострова, включая славянские племена Рашки, Дукли, Травунию, Захумья, Пагании и Боснию.",0.006169884101384642,"Кто в середине X века рассказал о славянских племенах Рашки, Дукли, Травунии, Захумья, Пагании и Боснии?"
"Какая организация включила огненногрудую петроику в список видов, близких к уязвимому положению?","Огненно-грудая петроика была включена в список видов, близких к уязвимому положению, организацией BirdLife International.",0.2782825458772309,"Какая организация включила огненногрудую петроику в список видов, близких к уязвимому положению?"
Какого цвета споровый порошок у всех видов рода Энтолома?,Споровый порошок у всех видов рода Entoloma имеет розовый цвет.,0.0020072541630358413,Какого цвета споровый порошок у всех видов рода Энтолома?
Кто из премьер-министров Швеции оставался в неведении о присутствии шпиона Стига Веннерстрёма в шведской разведке вплоть до его ареста?,Премьер-министр Швеции Улоф Пальме оставался в неведении о присутствии шпиона Стига Веннерстрёма в шведской разведке вплоть до его ареста.,0.058082057710743075,Кто из премьер-министров Швеции оставался в неведении о присутствии шпиона Стига Веннерстрёма в шведской разведке вплоть до его ареста?
"Кто, по мнению искусоведа Ольги Лясковской, послужил прототипом для ряда женских фигур в картине Карла Брюллова «Последний день Помпеи»?","По мнению искусоведа Ольги Лясковской, в качестве прототипов для ряда женских фигур в картине Карла Брюллова «Последний день Помпеи» послужили его современницы — художница Елена Павловна и актриса Мария Николаевна Ермолова.",0.9982141175390694,"Кто, по мнению искусоведа Ольги Лясковской, послужил прототипом для ряда женских фигур в картине Карла Брюллова «Последний день Помпеи»?"
В каком году Маргарита Йоркская вышла замуж за Карла Смелого?,Маргарита Йоркская вышла замуж за Карла Смелого в 1468 году.,0.005735842356923923,В каком году Маргарита Йоркская вышла замуж за Карла Смелого?
Кто в апреле 1082 года принял командование армией в Отранто для подавления феодального мятежа в Апулии?,В апреле 1082 года командование армией в Отранто для подавления феодального мятежа в Апулии принял Роберт Гвискар.,0.19134882501334213,Кто в апреле 1082 года принял командование армией в Отранто для подавления феодального мятежа в Апулии?
"Против кого Джон Макинрой играл в финале Открытого чемпионата Франции в 1984 году, где он упустил свой самый реальный шанс выиграть этот турнир?",В финале Открытого чемпионата Франции по теннису 1984 года Джон Макинрой проиграл Ивану Лендлу.,0.02671559596891383,"Против кого Джон Макинрой играл в финале Открытого чемпионата Франции в 1984 году, где он упустил свой самый реальный шанс выиграть этот турнир?"
Кто разработал язык Tcl?,"Язык Tcl (Tool Command Language) был разработан Джоном Оустерхаутом в 1988 году. Он изначально создавался как инструмент для автоматизации задач и написания скриптов, но со временем превратился в полноценный язык программирования с широким спектром применений.",0.0022416635584752466,Кто разработал язык Tcl?
Кто позировал художнику для фигуры невесты в картине «Сватовство майора»?,Позировала художнику для фигуры невесты в картине «Сватовство майора» Софья Николаевна Шереметева.,0.996993211779347,Кто позировал художнику для фигуры невесты в картине «Сватовство майора»?
"В каком году в Россию впервые попал спирт, привезённый генуэзским посольством под названием «аква вита»?","Спирт, привезённый генуэзским посольством под названием «аква вита», впервые попал в Россию в 1386 году.",0.011433400034523155,"В каком году в Россию впервые попал спирт, привезённый генуэзским посольством под названием «аква вита»?"
В честь кого в 1919 году была переименована Дубровинская улица в Екатеринбурге?,В 1919 году Дубровинская улица в Екатеринбурге была переименована в улицу имени Якова Михайловича Свердлова.,0.6038239470735463,В честь кого в 1919 году была переименована Дубровинская улица в Екатеринбурге?
В каком году впервые была поставлена последняя большая работа Эфуа Теодора Сазерленда «The Marriage of Anansewa»?,Последняя крупная работа Эфуа Теодора Сазерленда «The Marriage of Anansewa» была впервые поставлена в 1968 году.,0.21293111140940704,В каком году впервые была поставлена последняя большая работа Эфуа Теодора Сазерленда «The Marriage of Anansewa»?
В какой части города Барнаула концентрация промышленных предприятий приводит к превышению предельно допустимой концентрации выбросов кадмия в 10 раз?,"Концентрация промышленных предприятий, приводящая к превышению предельно допустимой концентрации выбросов кадмия в 10 раз, находится в районе завода «Барнаульский завод цветных металлов» и прилегающих к нему территорий.",0.9960145713527097,В какой части города Барнаула концентрация промышленных предприятий приводит к превышению предельно допустимой концентрации выбросов кадмия в 10 раз?
Какое морское сражение 394 года стало местом первого предполагаемого подвига Ификрата?,"Морское сражение в 394 году до н. э., которое считается местом первого предполагаемого подвига Ификрата, — это битва при Кизике.",0.08091392459029446,Какое морское сражение 394 года стало местом первого предполагаемого подвига Ификрата?
С кем в паре Мартина Навратилова выиграла Открытый чемпионат США в смешанном парном разряде в сезоне 2006 года?,Мартина Навратилова в паре с Бобом Брайаном выиграла Открытый чемпионат США по теннису в смешанном парном разряле в сезоне 2006 года.,0.12175150139043278,С кем в паре Мартина Навратилова выиграла Открытый чемпионат США в смешанном парном разряде в сезоне 2006 года?
Какая религия является доминирующей среди минахасцев?,"Минахасцы исповедуют ислам, который является доминирующей религией в этом регионе.",0.001630739164961412,Какая религия является доминирующей среди минахасцев?
Сколько евреев погибло в ходе погрома в Хевроне?,"Погромы в Хевроне происходили неоднократно на протяжении истории. Один из самых известных и трагических событий произошел в 1929 году, когда арабские жители города напали на еврейскую общину, убив десятки людей и разрушив синагоги и дома. В результате этого погрома погибли около 67 евреев.",0.0979378598140286,Сколько евреев погибло в ходе погрома в Хевроне?
Кто стал новым командиром Ольстерских добровольческих сил после ареста и приговора Спенса?,"После ареста и вынесения приговора Уильяму Спенсу, который был первым командующим Ольстерскими добровольческими силами (UVF), новым командиром этой организации стал Билли Хант.",0.7205450432627252,Кто стал новым командиром Ольстерских добровольческих сил после ареста и приговора Спенса?
"В каком году, по мнению турецкого историка Сакаоглу, родилась Безмиалем-султан?","По мнению турецкого историка Сакаоглу, Безмиалем-султан родилась в 1520 году.",0.33965093924127526,"В каком году, по мнению турецкого историка Сакаоглу, родилась Безмиалем-султан?"
"Какой период времени, согласно современным оценкам, может рассматриваться как длительность Геноцида армян?","Согласно современным оценкам, Геноцид армян начался 24 апреля 1915 года и продолжался до 1923 года.",0.017863230468328536,"Какой период времени, согласно современным оценкам, может рассматриваться как длительность Геноцида армян?"
"С кем из персонажей «Калевалы» часто сравнивают Тома Бомбадила из «Властелина Колец» из-за того, что у обоих есть невесты, связанные с водой?","Тома Бомбадила часто сравнивают с Вяйнямёйненом из «Калевалы». Оба персонажа имеют жен, связанных с водой: у Тома Бомбадила — Золотая Леди, а у Вяйнямёйнена — дева моря Велламо.",0.9913397032580493,"С кем из персонажей «Калевалы» часто сравнивают Тома Бомбадила из «Властелина Колец» из-за того, что у обоих есть невесты, связанные с водой?"
В каком году был основан храм Фуктакчхи в Сингапуре?,Храм Фуктакчхи в Сингапуре был основан в 1824 году.,0.012602954635319217,В каком году был основан храм Фуктакчхи в Сингапуре?
Какой роман Фланнери О’Коннор послужил источником вдохновения для песни «Exit» группы U2?,"Роман Фланнери О'Коннор, который послужил источником вдохновения для песни ""Exit"" группы U2, называется ""Мудрые дети"".",0.24566061867946062,Какой роман Фланнери О’Коннор послужил источником вдохновения для песни «Exit» группы U2?
В каком коттедже в Уэльсе участники группы Led Zeppelin написали песни для альбома Led Zeppelin III?,"Участники группы Led Zeppelin написали песни для своего третьего студийного альбома ""Led Zeppelin III"" в коттедже Bron-Yr-Aur, который находится в графстве Кардиганшир, Уэльс. Этот коттедж был выбран по совету гитариста Джимми Пейджа и стал местом, где группа провела несколько недель, работая над новым материалом.",0.0047850087611898,В каком коттедже в Уэльсе участники группы Led Zeppelin написали песни для альбома Led Zeppelin III?
В каком созвездии Зевс поместил образ Диоскуров в награду за искреннюю братскую любовь Полидевка?,Зевс поместил образ Диоскуров в созвездие Близнецов как награду за их искреннюю братскую любовь и верность друг другу.,0.03736405601729946,В каком созвездии Зевс поместил образ Диоскуров в награду за искреннюю братскую любовь Полидевка?
"Кто сказал, что «забвение или, лучше сказать, историческое заблуждение является одним из главных факторов создания нации»?","Эта фраза принадлежит французскому философу Эрнесту Ренану. Он утверждал, что забвение и исторические заблуждения играют важную роль в формировании национальной идентичности.",0.23115574586297596,"Кто сказал, что «забвение или, лучше сказать, историческое заблуждение является одним из главных факторов создания нации»?"
"Как называется режим в игре «Spirit Camera: The Cursed Memoir», в котором игрок делает фотографию себя или других людей, а затем сражается против призрака с лицом с этой фотографии?","Режим, о котором вы спрашиваете, называется **«Фотография»**. В этом режиме игрок фотографирует себя или других людей, и на основе этих фотографий появляются призраки, которых нужно победить.",0.9995862179837404,"Как называется режим в игре «Spirit Camera: The Cursed Memoir», в котором игрок делает фотографию себя или других людей, а затем сражается против призрака с лицом с этой фотографии?"
"В каком городе скончался генерал Фредерик Мод, фигурирующий на картине Джона Сингера Сарджента «Генералы Первой мировой войны»?","Генерал Фредерик Мод скончался в городе Лозанна, Швейцария.",0.999824672210919,"В каком городе скончался генерал Фредерик Мод, фигурирующий на картине Джона Сингера Сарджента «Генералы Первой мировой войны»?"
"Кто был назначен лейтенант-губернатором Северо-Западных территорий в 1869 году, что вызвало недовольство местных франкоговорящих метисов?","В 1869 году на должность лейтен-губернатора Северо-Западных территорий был назначен Уильям Маккензи-Кинг. Его назначение вызвало недовольство среди местных франкоговорящих метисов, так как он не говорил по-французски и не проявлял интереса к их культуре и языку. Это привело к напряженности между франкоязычным населением и новым правительством.",0.2591681386969065,"Кто был назначен лейтенант-губернатором Северо-Западных территорий в 1869 году, что вызвало недовольство местных франкоговорящих метисов?"
В каком году Беренгария передала свои территории Кастроверде и Саламанка своему старшему сыну Фернандо?,Беренгария Наваррская передала свои территории Кастровере и Саламанку своему старшему сыну Фернандо в 1037 году.,0.01333628294155352,В каком году Беренгария передала свои территории Кастроверде и Саламанка своему старшему сыну Фернандо?
Какую роль сыграл Дэвид Боуи в биографическом фильме 1996 года «Баския»?,"В биографическом фильме 1996 года «Баския», посвящённом жизни и творчеству художника Жана-Мишеля Баскии, Дэвид Боуи исполнил одну из главных ролей — Энди Уорхола. В этом фильме он сыграл культового американского художника и основателя поп-арта, который был наставником и другом Баскии. Роль Дэвида Боуи была высоко оценена критиками и зрителями, а его актёрское мастерство помогло создать убедительный образ одного из самых влиятельных художников XX века.",0.05778194932195365,Какую роль сыграл Дэвид Боуи в биографическом фильме 1996 года «Баския»?
"Кто командовал англичанами, занявшими и подожгли Вашингтон в ходе англо-американской войны в августе 1814 года?",В августе 1814 года город Вашингтон был захвачен и сожжен британскими войсками во время Англо-американской войны. Командующим британской армией был генерал-майор Роберт Росс.,0.007883532162589399,"Кто командовал англичанами, занявшими и подожгли Вашингтон в ходе англо-американской войны в августе 1814 года?"
"Кто сыграл главную роль в американском порнофильме «Глубокая глотка», вышедшем в 1972 году?",Главная роль в американском порнофильме «Глубокая глотка» была сыграна Линдой Лавлейс.,0.017905324875743048,"Кто сыграл главную роль в американском порнофильме «Глубокая глотка», вышедшем в 1972 году?"
"Как переводится на русский язык слово «ками», обозначающее объект поклонения в синтоизме?","Слово «ками» в синтоизме означает объект поклонения или божество. В русском языке это можно перевести как «божество», «дух» или «священное существо».",0.012083895870639363,"Как переводится на русский язык слово «ками», обозначающее объект поклонения в синтоизме?"
"Кем была жена Кена, военачальника Александра Македонского, вышедшая за него замуж в конце 335 года до н. э.?","Жена Кена, военачальника Александра Македонского, вышла за него замуж в конце 335 года до н. э. Ее имя было Роксалана.",0.20828374602125627,"Кем была жена Кена, военачальника Александра Македонского, вышедшая за него замуж в конце 335 года до н. э.?"
Кто был назначен комендантом крепости Антверпен 8 сентября на смену генералу Дюфуру?,На смену генералу Дюфуру комендантом крепости Антверпен был назначен генерал-лейтенант де Вимпфен.,0.9973751169454735,Кто был назначен комендантом крепости Антверпен 8 сентября на смену генералу Дюфуру?
"Какой злодей, являющийся дьяволом, заключил сделку с Человеком-пауком в сюжетной арке «Spider-Man: One More Day»?","В сюжетной арке комиксов «Spider-Man: One More Day», которая была опубликована издательством Marvel Comics в 2007 году, главным антагонистом является Мефисто, могущественный демон и один из самых известных злодеев вселенной Marvel. Он известен как Дьявол или Сатана в мире комиксов.

Мефисто предложил Питеру Паркеру (Человеку-пауку) сделку: он заберёт у него память о его браке с Мэри Джейн Уотсон, но взамен спасёт жизнь его тёти Мэй Паркер от смертельной болезни. Питер согласился на эту сделку, что привело к стиранию памяти о его браке с Мэри Джейн из всех воспоминаний людей, включая его самого.

Таким образом, в этой сюжетной арке заключением сделки с Человеком-пауком занимался именно Мефисто, который представлен как дьявольская фигура.",0.6969028603496211,"Какой злодей, являющийся дьяволом, заключил сделку с Человеком-пауком в сюжетной арке «Spider-Man: One More Day»?"
"В каком году в Национальной академии наук США состоялась дискуссия, впоследствии получившая название «Большой спор»?","Дискуссия, известная как «Большой спор», состоялась в 1920 году в Национальной академии наук США.",0.49029022990357607,"В каком году в Национальной академии наук США состоялась дискуссия, впоследствии получившая название «Большой спор»?"
