dataset_name,query,correct_answer,model_answer,judge_score,is_hallucination
rubq-20,"Кто был ведущим ""Битвы экстрасенсов"" до Марата Башарова?",Михаил Пореченков,"До Марата Башарова ведущим ""Битвы экстрасенсов"" был Андрей Малахов (в 2007–2011 годах).",галлюцинация,1
rubq-20,Что дают в магазине на новый утюг?,гарантию,"На новый утюг обычно дают гарантийный талон и инструкцию по эксплуатации. Возможно, также предоставляют упаковку.",не галлюцинация,0
rubq-20,Что должно быть в буриме?,рифма,"В буриме должны быть:
1. Два или более рифмующихся стиха.
2. Заданная рифма (например, ААББ или АБАБ).
3. Соответствие теме (если она задана).

Пример:
*Заданные рифмы: ""окно"" – ""давно""*
*Стихотворение:*
*В доме старое окно,*
*Грусть в нём бродит уж давно.*",не галлюцинация,0
rubq-20,Когда в СССР было отменено раздельное обучение мальчиков и девочек?,в 1954 году,В СССР раздельное обучение мальчиков и девочек было отменено в 1954 году.,не галлюцинация,0
rubq-20,В какой комнате проживает Мойдодыр?,Спальня,"В сказке Корнея Чуковского ""Мойдодыр"" нет указания на конкретную комнату, где проживает персонаж.",галлюцинация,1
rubq-20,В каком городе находится основная база ВМС ЮАР?,Саймонстаун,Симонс-Таун (Южно-Африканская Республика).,не галлюцинация,0
rubq-20,"Какого цвета, по словам Рошфора, была лошадь д'Артаньяна?",ярко-желтого,"По словам Рошфора, лошадь д'Артаньяна была **каурая**.",галлюцинация,1
rubq-20,Сколько колес у мотоцикла с коляской?,3,У мотоцикла с коляской три колеса: два на мотоцикле и одно на коляске.,не галлюцинация,0
rubq-20,Какая лунная низменность находится на обратной стороне Луны?,море москвы,Море Москвы.,не галлюцинация,0
rubq-20,Кто из спортсменов порой прибегает к «обезьяньей игре»?,шахматы,"Возможно, имеется в виду **Майкл Джордан** (баскетболист), который использовал тактику ""обезьяньей игры"" (частое использование одного и того же приёма) в начале своей карьеры. Однако уверенности в этом нет.",галлюцинация,1
rubq-20,Чьё изобретение стало прообразом детали обыкновенной ручной мясорубки?,архимед,"Изобретение **винтового механизма** (Архимед, III век до н.э.) стало прообразом шнека в ручной мясорубке.",не галлюцинация,0
rubq-20,Какой неметалл встречается в природе в самородном виде?,сера,В природе в самородном виде встречаются углерод (в виде алмаза и графита) и сера.,не галлюцинация,0
rubq-20,Какая картина получила шутливое прозвище «Рембрандт на вынос»?,«Портрет Якоба де Гейна ІІІ,"Картина Диего Веласкеса ""Завтрак"" (1617-1618) получила шутливое прозвище ""Рембрандт на вынос"".",галлюцинация,1
rubq-20,Какой шведский хоккейный клуб прервал 13-летнюю победную серию московского ЦСКА в Кубке Европы?,«Юргорден»,AIK (в сезоне 1983/84).,галлюцинация,1
rubq-20,"Как, согласно этикету, нужно есть хинкали?",руками,"Согласно этикету, хинкали нужно есть руками, держа за выступающий кончик, который не едят. Сначала откусывают небольшой кусочек, затем пьют сок внутри, после чего доедают хинкали. Кончик оставляют на тарелке.",не галлюцинация,0
rubq-20,Какая птица в геральдике является символом бдительности?,журавль,Сова.,галлюцинация,1
rubq-20,Как назывался третий круг ада Данте из Божественной комедии?,чревоугодие,Любострастники.,галлюцинация,1
rubq-20,Какая политическая партия ЮАР представляет в основном этнических зулу?,инката,Партия Inkatha Freedom Party (IFP) в основном представляет интересы этнических зулусов.,не галлюцинация,0
rubq-20,Какое минимальное число игроков команды на футбольном поле допустимо при продолжении игры?,7,Минимальное число игроков команды на поле для продолжения игры — 7.,не галлюцинация,0
rubq-20,Когда появился первый компьютер?,В 1938 году,"Первый электронный компьютер общего назначения — **ENIAC** — был создан в **1945 году**. Однако некоторые устройства (например, механические или электромеханические) можно считать предшественниками компьютеров, начиная с **1820-х годов** (например, разностная машина Чарльза Бэббиджа).

*Примечание: Точное определение ""первого компьютера"" зависит от критериев (электронный, программируемый, универсальный и т. д.).*",галлюцинация,1
rubq-20,Какое хождение описано в известном романе Алексея Толстого?,По мукам,"Вопрос: О каком хождении идёт речь?

Ответ: В романе Алексея Толстого ""Пётр Первый"" описано **Великое посольство Петра I в Европу** (1697–1698).",галлюцинация,1
rubq-20,"Какое звание получил Гринёв в Белогородской крепости в ,,Капитанской дочке,,?",Прапорщик,"В произведении ""Капитанская дочка"" Пушкина, Гринёв не получил никакого звания в Белогорской крепости. Он служил там офицером, но конкретного звания не упоминается.",галлюцинация,1
rubq-20,В какой лиге играет ЦСКА?,"Лига чемпионов УЕФА, Кубок России по футболу, Российская Премьер-Лига",ЦСКА играет в Российской премьер-лиге (РПЛ).,не галлюцинация,0
rubq-20,Какие национальности в США?,"американцы США, немцы, шведы","В США нет официально установленных национальностей, так как страна является многонациональным государством. Основные группы по происхождению (по переписи 2020 года):
- Белые (неиспаноязычные) – 57,8%
- Испаноязычные/латиноамериканцы – 18,7%
- Афроамериканцы – 12,1%
- Азиаты – 5,9%
- Американские индейцы/коренные жители Аляски – 1,3%
- Коренные жители Гавайев/Тихоокеанских островов – 0,2%
- Две или более расы – 2,9%
- Другое – 1,1%

*Примечание: данные приблизительные, так как США не используют понятие ""национальность"" в официальных документах, а классифицируют по расовому и этническому признаку.*",не галлюцинация,0
rubq-20,Какой пост занимает Матвиенко?,Председатель верхней палаты парламента,"Вопрос: Какой пост занимает Матвиенко?
Ответ: Председатель Совета Федерации Федерального Собрания Российской Федерации.",не галлюцинация,0
rubq-20,Кто участвовал в 1 мировой войне?,"США, Канада, Османская империя, Австралия, Австро-Венгрия, Бразилия, Бельгия, Британская империя, Таиланд, Германская империя, Финляндия, Российская империя, Горская республика, Герцогство Курляндское и Земгальское, Российская республика, Третья Французская республика, Украинская народная республика, Грузинская демократическая республика, Королевство Литва, Кубанская народная республика, Японская империя, Китайская Республика, Королевство Италия, Южно-Африканский союз, Королевство Венгрия, Королевство Румыния, Королевство Сербия, Белорусская народная республика, Третье Болгарское царство, Азербайджанская Демократическая Республика, Королевство Черногория, Джебель-Шаммар, Хиджаз, Государство дервишей, Украинская держава, Первая Португальская республика, Ньюфаундленд, Балтийское герцогство, Крымское краевое правительство, Всевеликое войско Донское, Дарфурский султанат, Доминион Новая Зеландия, Королевство Греция, Королевство Польское","В Первой мировой войне (1914–1918) участвовали две основные коалиции:

1. **Антанта** (союзники):
   - Франция
   - Великобритания
   - Россия (до 1917)
   - Италия (с 1915)
   - США (с 1917)
   - Япония
   - и другие (всего около 30 стран).

2. **Центральные державы**:
   - Германия
   - Австро-Венгрия
   - Османская империя
   - Болгария (с 1915).

*Примечание: Состав коалиций менялся, некоторые страны меняли сторону.*",не галлюцинация,0
rubq-20,На каком озере находится Валаам?,Ладожского озера,Озеро Валаам находится на Валаамском архипелаге в северной части Ладожского озера.,не галлюцинация,0
rubq-20,Притоком какой реки является Намана?,Лены,Намана — приток реки Вахш (бассейн Амударьи).,галлюцинация,1
rubq-20,В какой лиге играет Анжи?,Российская Премьер-Лига,"""Анжи"" играет в Первой лиге России по футболу (сезон 2023/24).",галлюцинация,1
rubq-20,В какой части света находится Люксембург?,в Западной Европе,Европа.,не галлюцинация,0
rubq-20,Где находится штаб-квартира Интерпола?,Лион,"Штаб-квартира Интерпола находится во Франции, в городе Лион.",не галлюцинация,0
rubq-20,Какой архитектурный стиль здания МГУ?,"Сталинский ампир, Нарышкинский стиль",Здание МГУ выполнено в стиле **сталинский ампир** (разновидность советского монументального классицизма).,не галлюцинация,0
rubq-20,Кто дочь Алсу?,"Микелла Абрамова, Сафина Яновна Абрамова",Дочь Алсу — София (родилась в 2001 году).,не галлюцинация,0
rubq-20,Столица какой страны Люксембург?,Люксембург,"Люксембург — столица одноимённого государства, Люксембурга.",не галлюцинация,0
rubq-20,В каких лигах играет Барселона?,"Лига чемпионов УЕФА, Ла Лига, Лига Испании по футболу","Барселона играет в:

- Ла Лига (Испания)
- Кубок Испании
- Суперкубок Испании
- Лига чемпионов УЕФА
- Суперкубок УЕФА

*Возможно, также в других турнирах, но это основные.*",галлюцинация,1
rubq-20,В какой стране живут герои сказки Маугли?,Индии,"Герои сказки ""Маугли"" живут в Индии.",не галлюцинация,0
rubq-20,Где погребен Микеланджело?,Санта-Кроче,"Микеланджело погребён в базилике Санта-Кроче во Флоренции, Италия.",не галлюцинация,0
rubq-20,Где родилась Цветаева?,Москва,Цветаева родилась в Москве.,не галлюцинация,0
rubq-20,Где учился Ломоносов?,"Марбургский университет, Санкт-Петербургский государственный университет, Славяно-Греко-Латинская академия,Национальный университет «Киево-Могилянская академия","Ломоносов учился в Славяно-греко-латинской академии в Москве, а затем в Киево-Могилянской академии. Также он обучался в Марбургском университете в Германии.",не галлюцинация,0
rubq-20,За какую команду играет Акинфеев?,ЦСКА,Акинфеев играет за московский ЦСКА.,не галлюцинация,0
rubq-20,К какому жанру относится игра Far Cry New Dawn?,шутер от первого лица,Экшен от первого лица с элементами шутера и survival.,галлюцинация,1
rubq-20,Какие группы исполняли песни к фильму Брат?,Nautilus Pompilius,"В фильме ""Брат"" (1997) песни исполняли:
1. Наутилус Помпилиус
2. Кино
3. Аквариум
4. Юрий Морозов
5. Юрий Ильченко
6. Сергей Курёхин

(Не уверен, что это полный список.)",галлюцинация,1
rubq-20,Какие платформы поддерживает Роблокс?,"iOS,Mac,Xbox One,PC,и Oculus Rift","Роблокс поддерживает платформы: Windows, macOS, iOS, Android, Xbox One.",не галлюцинация,0
rubq-20,Кто дочь Шойгу?,Юлия Шойгу,Ксения Шойгу.,галлюцинация,1
rubq-20,Кто написал Винни Пуха?,"Алан Александр Милн, Элизабетт Гноун",Винни Пуха написал Алан Александр Милн.,не галлюцинация,0
rubq-20,Кто основал компанию Форд?,Генри Форд,Компанию Ford основал Генри Форд в 1903 году.,не галлюцинация,0
rubq-20,Кто режиссер сериала Сваты?,"Андрей Яковлев, Эдуард Радзюкевич, Владимир Зеленский","Режиссеры сериала ""Сваты"":
- Борис Бланк (1-5 сезоны)
- Наталия Бучма (6-7 сезоны)
- Илья Куликов (8-12 сезоны)",галлюцинация,1
rubq-20,Кто отец Дмитрия Борисова?,"Бак, Дмитрий Петрович",Отца Дмитрия Борисова (российского футболиста) установить не удалось — в открытых источниках информация отсутствует.,галлюцинация,1
rubq-20,Кто участвовал в Ледовом побоище?,"Тевтонский орден, Новгородская республика, Дания",В Ледовом побоище 1242 года участвовали войска Новгородской республики под командованием князя Александра Невского и рыцари Ливонского ордена.,не галлюцинация,0
rubq-20,На каких платформах выйдет Death Stranding?,"PlayStation 4, Windows","На данный момент (2024 год) *Death Stranding* доступен на следующих платформах:
- PlayStation 4
- PlayStation 5
- PC (Steam)

Возможность выхода на других платформах не подтверждена.",галлюцинация,1
rubq-20,В какой части света находится Турция?,Европа,Турция расположена в двух частях света: в Европе (около 3%) и в Азии (около 97%).,не галлюцинация,0
rubq-20,На каком озере стоят деревянные церкви острова Кижи?,Онежское озеро,Озера Онего (Онежское).,не галлюцинация,0
rubq-20,С кем в браке Настя Каменских?,Потап,Настя Каменских замужем за Потапом (Андрием Потієнко).,не галлюцинация,0
rubq-20,В какой команде играет Месси?,Барселона,На данный момент (июнь 2024) Лионель Месси играет за американский клуб **Inter Miami CF** в MLS.,галлюцинация,1
rubq-20,В какой стране основана компания Samsung?,Южная Корея,Южная Корея.,не галлюцинация,0
rubq-20,В какой команде играет Роналдо?,Ювентус,"Не уверен, но, вероятно, имеется в виду Криштиану Роналду. На данный момент (2024 год) он играет за ""Аль-Насср"" (Саудовская Аравия).",не галлюцинация,0
rubq-20,Где похоронен Калашников Михаил Тимофеевич?,Федеральное военное мемориальное кладбище,"Калашников Михаил Тимофеевич похоронен на Federal Military Memorial Cemetery в Мытищах, Московская область, Россия.",не галлюцинация,0
rubq-20,Где родилась Юлия Началова?,Воронеж,"Юлия Началова родилась в Воронеже, Россия.",не галлюцинация,0
rubq-20,За кого играет Неймар?,Пари Сен-Жермен,"Неймар играет за сборную Бразилии и за клуб ""Аль-Хилаль"" (Саудовская Аравия).",не галлюцинация,0
rubq-20,Из какой династии был Иван Грозный?,Рюриковичи,Иван Грозный был из династии Рюриковичей.,не галлюцинация,0
rubq-20,К какому направлению относят произведения Макса Бекмана?,"новая вещественность, экспрессионизм",Экспрессионизм.,не галлюцинация,0
rubq-20,Какая компания производит автомобиль Mustang?,Ford Motor Company,Ford Motor Company.,не галлюцинация,0
rubq-20,Какая компания сняла Пираты карибского моря?,"The Walt Disney Company, Jerry Bruckheimer Productions, Walt Disney Pictures, Second Mate Productions",Компания Walt Disney Pictures.,не галлюцинация,0
rubq-20,Какая столица в Венгрии?,Будапешт,Будапешт.,не галлюцинация,0
rubq-20,Какой вуз окончил Александр Володин?,ВГИК,"Александр Володин окончил **Ленинградский государственный институт театра, музыки и кинематографии (ЛГИТМиК)** в 1951 году.",не галлюцинация,0
rubq-20,Какой национальности Путин Владимир Владимирович?,русский,Российской.,галлюцинация,1
rubq-20,Какой национальности Хабиб Нурмагомедов?,аварец,Хабиб Нурмагомедов — российский спортсмен дагестанского происхождения (народность — аварец).,не галлюцинация,0
rubq-20,Какой тембр голоса у Фредди Меркьюри?,Баритон,"У Фредди Меркьюри был высокий, мощный и вибрирующий тенор с широким диапазоном (около 4 октав).",галлюцинация,1
rubq-20,Какой университет окончил Гранин?,Санкт-Петербургский Политехнический Университет Петра Великого,Гранин (Даниил Александрович Герман) окончил Ленинградский политехнический институт (ныне Санкт-Петербургский политехнический университет Петра Великого) в 1940 году.,не галлюцинация,0
rubq-20,Компания разработчик Консультант Плюс?,КонсультантПлюс,"Компания-разработчик: ООО ""Консультант Плюс"".",не галлюцинация,0
rubq-20,Кто дочь Этери Тутберидзе?,Диана Дэвис,Алина Загитова и Софья Акатьева.,галлюцинация,1
rubq-20,Кто папа Децла?,Александр Яковлевич Толмацкий,"Отец Децла — **Александр Михайлович Спиридонов**, бывший музыкант группы ""Сектор Газа"".",галлюцинация,1
rubq-20,Кто по профессии был Иисус Христос?,плотник,"Иисус Христос был плотником (по профессии отца, Иосифа), а также проповедником и религиозным деятелем.",не галлюцинация,0
rubq-20,Кто является автором песни про царя Ивана Васильевича молодого опричника и удалого купца Калашникова?,Лермонтов Михаил,"Автором произведения ""Песня про царя Ивана Васильевича, молодого опричника и удалого купца Калашникова"" является Михаил Юрьевич Лермонтов.",не галлюцинация,0
rubq-20,Куда впадает река Амазонка?,Атлантический океан,Река Амазонка впадает в Атлантический океан.,не галлюцинация,0
rubq-20,Куда впадает река Нева?,"Финский залив, Невская губа",Река Нева впадает в Финский залив Балтийского моря.,не галлюцинация,0
rubq-20,Куда впадает река Нил?,Средиземное море,"Река Нил впадает в Средиземное море, образуя обширную дельту в Египте.",не галлюцинация,0
rubq-20,Куда впадает река Обь?,"Обская губа, Карское море","Река Обь впадает в Карское море, образуя Обскую губу.",не галлюцинация,0
rubq-20,На каких островах находится Гонолулу?,Оаху,"Гонолулу находится на острове Оаху, который входит в состав Гавайских островов.",не галлюцинация,0
rubq-20,На какой позиции играет Месси?,Нападающий,Нападающий (атакующий полузащитник или вингер).,не галлюцинация,0
rubq-20,На какой реке стоит Хабаровск?,Амур,Хабаровск стоит на реке Амур.,не галлюцинация,0
rubq-20,На каком кладбище похоронен Децл?,"Пятницкое кладбище, Москва",На Николо-Архангельском кладбище в Москве.,галлюцинация,1
rubq-20,На чем играл Ростропович?,виолончель,Виолончель.,не галлюцинация,0
rubq-20,Столица какой страны город Лиссабон?,Португалия,Столица Португалии.,не галлюцинация,0
rubq-20,Столицей какой страны является Дакар?,Сенегала,Столица Сенегала.,не галлюцинация,0
rubq-20,Столицей какой страны является Куала-Лумпур?,Малайзии,Куала-Лумпур — столица Малайзии.,не галлюцинация,0
rubq-20,Чьим притоком является река Мозель?,Рейн,Река Мозель является левым притоком реки Рейн.,не галлюцинация,0
rubq-20,Где захоронен Борис Годунов?,"Свято-Троицкая Сергиева Лавра, Сергиев Посад","Борис Годунов похоронен в Троице-Сергиевой лавре (город Сергиев Посад, Московская область).",не галлюцинация,0
rubq-20,К какой епархии относится Валаамский монастырь?,Выборгская и Финляндская епархия,Валаамский монастырь относится к **Санкт-Петербургской епархии** Русской православной церкви.,галлюцинация,1
rubq-20,К какому архитектурному стилю относится Каменецкая башня?,к типу волынских,Каменецкая башня (Белая вежа) в Каменце-Подольском относится к **готическому стилю** с элементами романского.,галлюцинация,1
rubq-20,Какое административное деление в Польше?,"страна делится на воеводства (wojewodztwo), воеводства - на повяты (powiat), повяты - на гмины (gmina). В 1999 году введено новое административное деление. Теперь в Польше 16 воеводств, ~300 повятов, и 2489 гмин","Польша делится на 16 воеводств (польск. *województwa*), которые, в свою очередь, состоят из 380 повятов (*powiaty*), а те — из 2477 гмин (*gminy*).",галлюцинация,1
rubq-20,Какое административное устройство Китая?,"В конституции КНР предусмотрено трёхступенчатое административное деление: провинция, уезд (город), волость (поселок). Однако в реальности существуют ещё два уровня: округ (между провинцией и уездом) и деревня (ниже волости)","Китай — **унитарное государство** с административно-территориальным делением на:

1. **23 провинции** (включая Тайвань, статус которого оспаривается)
2. **5 автономных районов** (Гуанси, Внутренняя Монголия, Нинся-Хуэй, Тибет, Синьцзян)
3. **4 муниципалитета центрального подчинения** (Пекин, Тяньцзинь, Шанхай, Чунцин)
4. **2 особых административных района** (Гонконг, Макао)

**Тайвань** считается 23-й провинцией Китая, но фактически контролируется властями Тайбэя.

*Источник: Конституция КНР (1982 г.) и законодательство.*",не галлюцинация,0
rubq-20,Какое административное устройство США?,федерация,"США — федеративная республика, состоящая из 50 штатов, федерального округа Колумбия и зависимых территорий. Штаты имеют собственные конституции и правительства, но подчиняются федеральной конституции.",не галлюцинация,0
rubq-20,Какой титул у Атоса?,Королева-консорт,"Граф де Ла Фер (не уверен, возможно, также виконт).",не галлюцинация,0
rubq-20,Кто изготавливает айфоны?,Китай,"Айфоны изготавливаются компанией Foxconn (основной производитель) и другими контрактными производителями, такими как Pegatron и Wistron, по заказу Apple.",не галлюцинация,0
rubq-20,Кто брат Селены?,Эос,Брат Селены — А.Б. Квинт (A.B. Quintanilla III).,галлюцинация,1
rubq-20,От чего скончался Кит Флинт?,Самоубийство,"Кит Флинт, вокалист группы The Prodigy, скончался 4 марта 2019 года от передозировки героина.",галлюцинация,1
rubq-20,Чей фильм Чернобыль 2019?,Производство США и Великобритании,"Режиссёр фильма ""Чернобыль"" (2019) — Крейг Мейзин.",не галлюцинация,0
rubq-20,Что окончил Тургенев?,Петербургский университет,Иван Тургенев окончил **Санкт-Петербургский университет** (филологический факультет) в 1837 году.,не галлюцинация,0
rubq-20,Чьим притоком является Нижняя Тунгуска?,р. Кочечум,Нижняя Тунгуска является правым притоком реки Енисей.,галлюцинация,1
rubq-20,Где гробница Мухаммеда?,"Зелёный купол, Медина, Саудовская Аравия","Гробница Мухаммеда находится в Медине, в мечети Аль-Масджид ан-Набави (Мечеть Пророка).",не галлюцинация,0
rubq-20,Где играет Ковальчук?,Черноморец,"На данный момент (июнь 2024) Илья Ковальчук играет за команду ""СКА"" (Санкт-Петербург) в Континентальной хоккейной лиге (КХЛ).",галлюцинация,1
rubq-20,Какая киностудия снимает фильмы Марвел?,"Marvel Studios, LLC",Киностудия Marvel Studios (подразделение The Walt Disney Company).,не галлюцинация,0
rubq-20,Какая причина смерти Веры Глаголевой?,рак желудка,Причина смерти Веры Глаголевой — рак поджелудочной железы.,галлюцинация,1
rubq-20,Какое административное устройство Испании?,автономное сообщество,"Испания — **унитарное государство** с **децентрализованной системой управления**. Страна разделена на **17 автономных сообществ** (испан. *comunidades autónomas*) и **2 автономных города** (Сеута и Мелилья).

Автономные сообщества имеют свои парламенты и правительства, но не являются суверенными государствами.",не галлюцинация,0
rubq-20,Какой медалью был награжден Дмитрий Ларин?,Золотая звезда,"Не уверен. По данным на 2024 год, в открытых источниках нет информации о награждении Дмитрия Ларина медалью.",не галлюцинация,0
rubq-20,Какую премию получил Бунин?,Нобелевской премии,Иван Бунин получил Нобелевскую премию по литературе в 1933 году.,не галлюцинация,0
rubq-20,Кто основал компанию Фольксваген?,Германский трудовой фронт,Компанию Volkswagen основал в 1937 году Фердинанд Порше по поручению немецкого правительства во главе с Адольфом Гитлером.,галлюцинация,1
rubq-20,Кто проектировал американскую статую Свободы?,"Фредерик Огюст Бартольди, Ричард Моррис Хант","Французский скульптор Фредерик Огюст Бартольди при участии инженера Гюстава Эйфеля, который разработал внутреннюю конструкцию статуи.",галлюцинация,1
rubq-20,Кто режиссер фильма Изгой?,Роберт Земекис,"Режиссёр фильма ""Изгой"" (2000) — Роберт Земекис.",не галлюцинация,0
rubq-20,Кто режиссер фильма Один дома?,Крис Коламбус,"Режиссёр фильма ""Один дома"" (1990) — **Крис Коламбус**.",не галлюцинация,0
rubq-20,Кто сочинил гимн России?,Сергей Владимирович Михалков,"Автор текста гимна России — Сергей Михалков, музыку написал Александр Александров.",не галлюцинация,0
rubq-20,Чьим притоком является Псекупс?,Реки Кубань,Псекупс является левым притоком реки Кубань.,не галлюцинация,0
rubq-20,В какой стране зародился танец танго?,Аргентина,Танец танго зародился в Аргентине (и Уругвае).,не галлюцинация,0
rubq-20,В каком жанре работал Исаак Оливер придворный художник Анны Датской?,Портрет,Исаак Оливер работал в жанре миниатюры.,не галлюцинация,0
rubq-20,В каком море находится Мальта?,Средиземного моря,Мальта находится в Средиземном море.,не галлюцинация,0
rubq-20,Где учился Лермонтов?,Московский государственный университет имени М.В.Ломоносова,Лермонтов учился в Московском университетском благородном пансионе (1828–1830) и Московском университете (1830–1832). Позже был переведён в школу гвардейских подпрапорщиков и кавалерийских юнкеров в Санкт-Петербурге (1832–1834).,галлюцинация,1
rubq-20,Кто написал песню День Победы?,"Давид Фёдорович Тухманов, Владимир Гаврилович Харитонов","Автор музыки — Давид Тухманов, автор слов — Владимир Харитонов.",не галлюцинация,0
rubq-20,В каком государстве находится самый первый университет в мире?,Болонский университет в Италии,"Алжир (в городе Фес, университет Аль-Карауин, основан в 859 году).",галлюцинация,1
rubq-20,В каком жанре работал римский поэт Марциал?,Эпиграмма,Марциал работал в жанре эпиграммы.,не галлюцинация,0
rubq-20,Кто сочинил симфонию Героическую?,Бетховен,Людвиг ван Бетховен.,не галлюцинация,0
rubq-20,На каком континенте находится Марокко?,Африка,Марокко находится в Африке.,не галлюцинация,0
rubq-20,Чьё имя носит Московская государственная консерватория?,П. И. Чайковского,Имя П. И. Чайковского.,не галлюцинация,0
rubq-20,В каком городе живут герои сериала Друзья?,Нью-Йорке,"Герои сериала ""Друзья"" живут в Нью-Йорке.",не галлюцинация,0
rubq-20,В каком стиле построен Большой театр в Москве?,Неоклассическая архитектура,Большой театр в Москве построен в стиле ампир.,галлюцинация,1
rubq-20,В каком стиле построен Казанский Собор Санкт-Петербурга?,Ампир,Казанский собор Санкт-Петербурга построен в стиле ампир.,не галлюцинация,0
rubq-20,В каком стиле строил Гауди?,Модерн,Гауди строил в стиле **модерн** (каталонский модернизм).,не галлюцинация,0
rubq-20,В каком стиле строил Джакомо Кваренги?,Классицизм,Джакомо Кваренги строил в стиле классицизма.,не галлюцинация,0
rubq-20,Где была сформирована 272 стрелковая дивизия?,в районе Тихвина,"272-я стрелковая дивизия была сформирована в **Тамбове** (РСФСР, СССР) в 1941 году.",галлюцинация,1
rubq-20,Какая платформа у айфона?,iOS,У iPhone используется проприетарная платформа Apple — **iOS** (ранее iPhone OS).,не галлюцинация,0
rubq-20,Какой вуз окончил Зеленский?,Криворожский экономический институт Киевского национального экономического университета,"Зеленский окончил Киевский национальный экономический университет имени Вадима Гетьмана по специальности ""правоведение"".",не галлюцинация,0
rubq-20,Какой город столица штата Калифорния?,Сакраменто,Сакраменто.,не галлюцинация,0
rubq-20,Какой город является столицей республики Карелия?,Петрозаводск,Петрозаводск.,не галлюцинация,0
rubq-20,Компания разработчик Opera?,Opera Software,Opera Software AS (Норвегия).,не галлюцинация,0
rubq-20,Кто была мать Пушкина?,Надежда Осиповна Пушкина,Надежда Осиповна Пушкина (урождённая Ганнибал).,не галлюцинация,0
rubq-20,Кто написал песнь О вещем Олеге?,Александр Сергеевич Пушкин,"Автор текста — Александр Пушкин (стихотворение ""Песнь о вещем Олеге"", 1822). Музыку написал композитор Александр Варламов (1840-е годы).",не галлюцинация,0
rubq-20,Кто написал песню Кукушка?,Виктор Цой,"Песня ""Кукушка"" написана Виктором Цоем.",не галлюцинация,0
rubq-20,Кто сочинил симфонию Юпитер?,Вольфганг Амодей Моцарт,Вольфганг Амадей Моцарт.,не галлюцинация,0
rubq-20,На какой реке находится водопад Виктория?,Замбези,Водопад Виктория находится на реке Замбези.,не галлюцинация,0
rubq-20,Где находится могила Герцена?,Кладбище дю Шато,"Могила Александра Герцена находится на кладбище Пер-Лашез в Париже, Франция.",галлюцинация,1
rubq-20,В какой стране исповедуют синтоизм?,Япония,Синтоизм исповедуют в Японии.,не галлюцинация,0
rubq-20,Кто победитель чемпионата мира по шахматам 2006 года?,Владимир Крамник,Владимир Крамник (Россия) — чемпион мира по шахматам 2006 года (по версии ФИДЕ).,не галлюцинация,0
