dataset_name,query,correct_answer,model_answer,judge_score,is_hallucination
rubq-20,Когда был образован Международный паралимпийский комитет?,22 сентября 1989 г,"Международный паралимпийский комитет (МПК) был официально образован **22 сентября 1989 года** в Дюссельдорфе, Германия. Однако его история началась значительно раньше:

- **1948 год**: Первые соревнования для спортсменов с инвалидностью (Сток Мандевильские игры) были проведены в Великобритании по инициативе **Сэра Людвига Гуттмана**, который использовал спорт как средство реабилитации для ветеранов Второй мировой войны.
- **1960 год**: После летних Олимпийских игр в Риме состоялись первые официальные Паралимпийские игры (название ""Паралимпийские"" было предложено в 1964 году).
- **1982 год**: Была создана **Международная координационная комиссия Всемирных игр инвалидов** (ICC), предшественник МПК.
- **1989 год**: На учредительном собрании в Дюссельдорфе был официально основан **Международный паралимпийский комитет (МПК)**, который стал управлять Паралимпийским движением.

Таким образом, МПК был создан для координации и развития Паралимпийских игр и других спортивных мероприятий для людей с инвалидностью.",не галлюцинация,0
rubq-20,Когда был основан Питер?,27 мая 1703,"Город Санкт-Петербург был основан **27 мая (7 июня) 1703 года** по юлианскому календарю (16 мая по григорианскому) по указу царя Петра I.

Это произошло во время Северной войны, когда Россия вела борьбу со Швецией за выход к Балтийскому морю. Петр I лично заложил **Петропавловскую крепость** — первое сооружение будущего города.

Санкт-Петербург стал новой столицей Российской империи в 1712 году и оставался ею до 1918 года.

Если нужно уточнить дату по современному календарю, то это **7 июня 1703 года**.",не галлюцинация,0
rubq-20,Когда был учрежден орден Ленина?,6 апреля 1930,"Орден Ленина был учрежден **6 апреля 1930 года** Постановлением Президиума Центрального Исполнительного Комитета СССР. Орден стал высшей наградой Советского Союза и вручался за выдающиеся заслуги перед государством и обществом.

Первым кавалером ордена стал **американский летчик Клайд Пэннбэкер** (в 1930 году) за помощь в спасении советских полярников. Позднее орден вручался многим известным деятелям, включая космонавтов, ученых, рабочих и военных.",галлюцинация,1
rubq-20,Когда появился rambler.ru?,1996,"Поисковая система **Rambler.ru** была запущена **26 сентября 1996 года**. Она стала одной из первых российских поисковых систем и сыграла значительную роль в развитии интернета в России.

Первоначально Rambler был разработан как каталог сайтов, но позже добавил поисковую функцию. В 2000-х годах он был одним из ведущих поисковиков в России, конкурируя с такими системами, как **Yandex** и **Google**.

В 2011 году Rambler был продан группе компаний **SUP Media**, а в 2016 году его поисковая система была закрыта, и Rambler.ru стал частью медиагруппы Rambler&Co.",не галлюцинация,0
rubq-20,Когда была учреждена опричнина?,5 января 1565 году,"Опричнина была учреждена в **1565 году** Иваном IV (Грозным) после его возвращения из Александровской слободы, где он временно удалился в знак протеста против боярской оппозиции. Формально опричнина как система государственного управления просуществовала до **1572 года**, когда Иван IV отменил её, но отдельные элементы этой политики сохранялись и позже.

Опричнина представляла собой особый режим управления, при котором царь выделял часть территории государства (опричные земли) под свой личный контроль, а остальную часть (земщину) оставлял под управлением боярской думы. В опричнине использовались жестокие методы борьбы с предполагаемыми врагами, включая массовые казни и конфискации имущества.",не галлюцинация,0
rubq-20,Когда было образовано Временное правительство?,1917 г,"Временное правительство России было образовано **2 (15) марта 1917 года** в результате Февральской революции, свергнувшей монархию. Оно пришло на смену царскому правительству и просуществовало до октября 1917 года, когда было ликвидировано большевиками в ходе Октябрьской революции.

Первым председателем Временного правительства стал князь **Георгий Львов**, а затем (с июля 1917 года) — **Александр Керенский**.",не галлюцинация,0
rubq-20,Когда было образовано НКВД РСФСР?,10 июля 1934 г,"Образование **Народного комиссариата внутренних дел РСФСР (НКВД РСФСР)** произошло **10 ноября 1917 года**, вскоре после Октябрьской революции.

НКВД РСФСР стал одним из ключевых органов советской власти, отвечающим за внутреннюю безопасность, управление милицией, борьбу с контрреволюцией и другие функции. Впоследствии, в 1922 году, после образования СССР, функции НКВД РСФСР были переданы в ведение **Объединённого НКВД СССР**, а РСФСР получила свой собственный **НКВД РСФСР** (в 1934 году преобразованный в **НКВД СССР**).

Если вас интересует конкретный этап или реорганизация, уточните, пожалуйста!",галлюцинация,1
rubq-20,Когда было подписано Мюнхенское соглашение?,1938 год,"Мюнхенское соглашение было подписано **30 сентября 1938 года** в Мюнхене (Германия) между Германией, Италией, Великобританией и Францией. Это соглашение, известное также как **Мюнхенский сговор**, предусматривало передачу Чехословакией Германии Судетской области в обмен на гарантии мира.",не галлюцинация,0
rubq-20,Когда завершились Гуситские войны?,1434 год,"Гуситские войны завершились в **1434 году** после битвы у Липан, где католическая коалиция разгромила радикальных таборитов. Формально война закончилась в **1436 году** подписанием **Пражских компактатов**, которые признали часть требований гуситов (например, причащение под обоими видами) и положили конец вооружённым столкновениям в Чехии.

Таким образом, основные боевые действия завершились в **1434 году**, а официальное окончание войны — в **1436 году**.",не галлюцинация,0
rubq-20,Когда заключен пакт Молотова-Риббентропа?,23 августа 1939,"Пакт Молотова-Риббентропа (официально — **Договор о ненападении между Германией и СССР**) был подписан **23 августа 1939 года** в Москве. Этот договор включал также **секретный протокол**, разграничивавший сферы влияния между СССР и Германией в Восточной Европе.

Договор стал важным событием накануне Второй мировой войны и предшествовал началу советско-финляндской войны (1939–1940) и оккупации Прибалтики.",не галлюцинация,0
rubq-20,Когда образована Единая Россия?,1 декабря 2001 г,"Партия **""Единая Россия""** была образована **1 декабря 2001 года** в результате объединения трёх политических сил:
- **""Единство""** (лидер — Сергей Шойгу),
- **""Отечество — Вся Россия""** (лидеры — Юрий Лужков и Евгений Примаков),
- **""Союз правых сил""** (частично).

Официальное название партии — **""Всероссийская политическая партия ""Единая Россия""**. С момента создания она является доминирующей партией в России, поддерживающей политику президента и правительства.

Если нужны дополнительные детали (например, история создания, ключевые фигуры или изменения в уставе), уточните, пожалуйста!",не галлюцинация,0
rubq-20,Когда образованы воздушно десантные войска?,2 августа 1930 года,"Воздушно-десантные войска (ВДВ) как самостоятельный род войск были образованы в СССР **в 1930 году**, когда 2 августа приказом Реввоенсовета Республики № 104 была создана первая в мире воздушно-десантная часть — **отдельная рота специального назначения** при 3-м стрелковом корпусе Московского военного округа.

Однако официальной датой создания **Воздушно-десантных войск СССР** считается **1932 год**, когда на базе этой роты был сформирован **отдельный воздушно-десантный батальон**, а затем и первые воздушно-десантные бригады.

В последующие годы ВДВ развивались как самостоятельный род войск, и к началу Великой Отечественной войны (1941) в СССР уже существовали воздушно-десантные корпуса.

Таким образом, **годом образования воздушно-десантных войск** можно считать **1930 год** (первая воздушно-десантная часть) или **1932 год** (официальное формирование как рода войск).",не галлюцинация,0
rubq-20,Когда окончилась гражданская война в России?,25 октября 1922/16 июля 1923 года,"Гражданская война в России официально завершилась **в июне 1923 года**, когда были ликвидированы последние крупные белогвардейские формирования на Дальнем Востоке (например, остатки войск генерала М. К. Дитерихса и других).

Однако отдельные вооружённые столкновения и партизанские действия продолжались и позже, вплоть до **1925 года**, особенно в некоторых регионах, таких как Северный Кавказ и Дальний Восток.

Таким образом, **традиционно датой окончания Гражданской войны в России считается 1923 год**, но полная ликвидация очагов сопротивления завершилась позже.",галлюцинация,1
rubq-20,Когда основаны пограничные войска?,1918 г,"Пограничные войска как специализированные структуры для охраны государственных границ имеют долгую историю, но их современные формы возникли в XIX–XX веках. Вот ключевые вехи:

1. **Древние и средневековые времена**:
   - Уже в Древнем мире существовали охранные отряды (например, римские *limitanei* на границах империи).
   - В средневековой Руси функции охраны границ выполняли *сторожа* и *заставы*.

2. **XVIII–XIX века**:
   - В **Российской империи** в 1730-х годах были созданы **пограничные таможенные кордоны** (официально оформлены в 1731 году указом Анны Иоанновны).
   - В **1811 году** в России учреждены **пограничные батальоны** как часть армии.
   - В **1893 году** создано **Отдельное Корпус Пограничной Стражи** (ОКПС) — первое специализированное ведомство для охраны границ.

3. **Советский период**:
   - После революции 1917 года пограничные войска были реорганизованы в **Пограничную охрану РСФСР** (1918).
   - В **1934 году** создано **Главное управление пограничных войск НКВД СССР**, а в **1957 году** пограничные войска перешли в подчинение КГБ СССР.

4. **Современность**:
   - После распада СССР в 1991 году пограничные войска России были реорганизованы в **Федеральную службу по охране государственной границы** (ныне **ФСБ России**).

**Таким образом**, как специализированные структуры, пограничные войска в России были официально учреждены в **1893 году**, а их корни уходят в XVIII век. В других странах аналогичные службы появились в XIX–XX веках (например, в США — **Береговая охрана**, 1790 год, но как пограничная служба оформилась в XX веке).",не галлюцинация,0
rubq-20,Когда произошел Брусиловский прорыв?,4 июня 1916 г,"**Брусиловский прорыв** — это крупное наступление русских войск на Юго-Западном фронте во время Первой мировой войны, которое началось **4 июня 1916 года** (по старому стилю — 22 мая).

### Ключевые факты:
- **Дата начала**: 4 июня 1916 года (по новому стилю).
- **Командующий**: Генерал Алексей Алексеевич Брусилов.
- **Результат**: В первые дни наступления русские войска прорвали оборону австро-германских войск, продвинувшись на 50–70 км и взяв в плен около 400 тыс. солдат противника.
- **Значение**: Это было одно из самых успешных наступлений русской армии в Первой мировой войне, которое облегчило положение союзников на Западном фронте (Франция и Великобритания).

Брусиловский прорыв стал важным событием, но из-за нехватки ресурсов и последующих революционных событий в России его результаты не были закреплены.",не галлюцинация,0
rubq-20,Когда родился Омар Хайям?,18 мая 1048 г,"Омар Хайям (полное имя — Гияс ад-Дин Абу-ль-Фатх Омар ибн Ибрахим Хайям Нишапури) родился **18 мая 1048 года** в городе Нишапур (современный Иран).

Его точная дата рождения известна из исторических источников, включая биографические труды и записи его современников. Хайям был выдающимся персидским поэтом, математиком, астрономом и философом, прославившимся как автор знаменитых рубаи (четверостиший) и научных трудов.",не галлюцинация,0
rubq-20,Когда убита Анна Линд?,11 сентября 2003 г,"Анна Линд, шведская министр иностранных дел, была убита **10 сентября 2003 года** в Стокгольме. Она была зарезана ножом в универмаге **NK** (Nordiska Kompaniet) и скончалась на следующий день в больнице.

Убийство потрясло Швецию и международное сообщество. Преступник, **Михал Акессон**, был осужден и приговорен к пожизненному заключению. Мотивы убийства остались не до конца ясными, но предполагалось, что преступник мог быть психически нездоров.",галлюцинация,1
rubq-20,Какая химическая формула озона?,O3,"Озон — это аллотропная модификация кислорода, состоящая из трёх атомов кислорода. Его химическая формула записывается как **O₃**.

### Объяснение:
1. **Структура**: Озон имеет линейную или угловую структуру (в зависимости от состояния), где три атома кислорода соединены между собой.
2. **Образование**: Озон образуется в атмосфере под действием ультрафиолетового излучения или электрических разрядов (например, во время грозы).
3. **Свойства**:
   - Газ с резким запахом (отсюда название ""озон"" от греч. *ozein* — ""пахнуть"").
   - Сильный окислитель, используется в дезинфекции воды и воздуха.
   - В стратосфере защищает Землю от вредного ультрафиолетового излучения (озоновый слой).

Если нужны дополнительные детали (например, строение молекулы или реакции), уточните!",не галлюцинация,0
rubq-20,Какова температура плавления ртути?,"-38,83°C","Температура плавления ртути составляет **-38,83 °C** (при нормальном атмосферном давлении).

Это означает, что ртуть переходит из твёрдого состояния в жидкое при охлаждении ниже этого значения.",не галлюцинация,0
rubq-20,Какова химическая формула строительного гипса?,CaSO4·2H2O,"Строительный гипс — это вяжущий материал, который получают из природного гипсового камня (CaSO₄·2H₂O) путём его термической обработки (обжига) и последующего помола.

**Химическая формула строительного гипса** — **CaSO₄·0.5H₂O** (полугидрат сульфата кальция).

### Объяснение:
1. **Природный гипс** (гипсовый камень) имеет формулу **CaSO₄·2H₂O** (дигидрат сульфата кальция).
2. При нагревании до **140–190°C** гипс теряет часть кристаллизационной воды и превращается в **полугидрат** (CaSO₄·0.5H₂O), который и является основой строительного гипса.
3. При затворении водой полугидрат снова переходит в дигидрат (CaSO₄·2H₂O), что обеспечивает твердение гипса.

Таким образом, **строительный гипс** — это **CaSO₄·0.5H₂O**, а его твердение происходит по реакции:
**CaSO₄·0.5H₂O + 1.5H₂O → CaSO₄·2H₂O** (гипсовый камень).",галлюцинация,1
rubq-20,При какой температуре плавится олово?,"231,9°C","Олово — это мягкий, пластичный металл, который плавится при относительно низкой температуре. **Температура плавления олова составляет примерно 231,9 °C (449,4 °F)**.

Это свойство делает олово удобным для пайки, так как оно легко плавится при нагревании паяльником.",не галлюцинация,0
rubq-20,В каком году было образовано Московское княжество?,1283,"Московское княжество было образовано в **1263 году**, когда князь **Даниил Александрович** (сын Александра Невского) получил в удел Москву после смерти своего отца. Это событие считается началом самостоятельного существования Московского княжества, которое впоследствии стало центром объединения русских земель и ядром Российского государства.

Однако некоторые историки относят образование княжества к **1276 году**, когда Даниил Александрович стал полноправным правителем Москвы после смерти своего брата **Дмитрия Переяславского**. В этот период Москва начала активно расширять свои владения, что стало основой для будущего роста.

Таким образом, **1263 или 1276 год** — оба варианта могут считаться ключевыми в истории возникновения Московского княжества, в зависимости от трактовки исторических источников.",галлюцинация,1
rubq-20,Как долго продолжался первый полет человека в космос?,108,"Первый полет человека в космос состоялся 12 апреля 1961 года. Его совершил советский космонавт Юрий Алексеевич Гагарин на космическом корабле ""Восток-1"".

Продолжительность полета составила **108 минут** (1 час 48 минут). За это время корабль совершил один виток вокруг Земли, стартовав с космодрома Байконур и приземлившись в Саратовской области.",не галлюцинация,0
rubq-20,Какая температура замерзания дистиллированной воды?,0,"Температура замерзания **дистиллированной воды** составляет **0 °C** (32 °F) при нормальном атмосферном давлении (1 атм или 101,325 кПа).

Однако стоит отметить, что дистиллированная вода может **переохлаждаться** (оставаться жидкой при температурах ниже 0 °C) из-за отсутствия центров кристаллизации (например, примесей или пузырьков воздуха). В таких случаях она может замерзнуть при температурах до **-40 °C** и ниже, особенно если её быстро охладить и предотвратить образование льда.

Если вода находится в **чистом и неподвижном состоянии**, её температура замерзания может быть ниже 0 °C, но при малейшем воздействии (встряхивание, добавление льда) она быстро кристаллизуется.

Таким образом:
- **Теоретическая температура замерзания** — **0 °C**.
- **Практическая (с переохлаждением)** — может быть ниже, вплоть до **-40 °C**.",не галлюцинация,0
rubq-20,Какой атомный номер у кремния?,14,"**Процесс мышления:**

1. **Понимание вопроса:** Вопрос требует найти атомный номер элемента кремния (Si).
2. **Атомный номер:** Атомный номер элемента в периодической таблице химических элементов равен числу протонов в ядре атома этого элемента.
3. **Поиск кремния в таблице:** Кремний (Si) находится в 14-й группе (IV группа) и 3-м периоде периодической таблицы.
4. **Определение атомного номера:** Атомный номер кремния равен 14, так как он имеет 14 протонов в ядре.

**Ответ:**
Атомный номер кремния равен 14.",не галлюцинация,0
rubq-20,При какой температуре испаряется пропиленгликоль?,187.4,"Пропиленгликоль (1,2-пропандиол) — это двухатомный спирт, который широко используется в качестве растворителя, антифриза и компонента в пищевых, фармацевтических и косметических продуктах. Его температура кипения и испарения зависит от давления, но при нормальных условиях (1 атмосфера, 760 мм рт. ст.):

- **Температура кипения**: около **187–189 °C**.
- **Температура испарения** (начало интенсивного испарения) обычно начинается ниже температуры кипения, но значительное испарение происходит при нагревании до **150–170 °C**.

### Дополнительные факты:
1. **Низкая летучесть**: Пропиленгликоль имеет относительно низкую летучесть по сравнению с водой или этанолом, что делает его стабильным при умеренных температурах.
2. **Термическое разложение**: При температурах выше **200 °C** начинается термическое разложение с образованием токсичных соединений (например, акролеина).
3. **Применение**: Благодаря высокой температуре кипения, он используется в системах охлаждения и как теплоноситель.

Если вам нужны данные для конкретных условий (например, в вакууме или при пониженном давлении), уточните параметры.",галлюцинация,1
rubq-20,Как долго длилось первое российское кругосветное плавание под руководством Крузенштерна?,1096,"Первое российское кругосветное плавание под руководством **Ивана Фёдоровича Крузенштерна** и **Юрия Фёдоровича Лисянского** продолжалось **3 года и 14 дней** (с 7 августа 1803 года по 22 августа 1806 года).

Экспедиция на кораблях **""Надежда""** (под командованием Крузенштерна) и **""Нева""** (под командованием Лисянского) стала важным этапом в истории российского мореплавания и географических открытий. Она положила начало систематическому изучению Тихого океана и способствовала расширению российского влияния в этом регионе.",галлюцинация,1
rubq-20,Сколько дней длился штурм Кенигсберга?,4,"Штурм Кёнигсберга длился с **6 по 9 апреля 1945 года**, то есть **4 дня**.",не галлюцинация,0
rubq-20,Сколько лет длилась Ливонская война?,25,"Ливонская война длилась **25 лет** — с **1558 по 1583 год**.

Война началась с нападения Русского царства на Ливонский орден и завершилась подписанием **Ям-Запольского перемирия** между Россией и Речью Посполитой.",не галлюцинация,0
rubq-20,Сколько лет продолжались Гуситские войны в Чехии?,15,"Гуситские войны в Чехии продолжались **15 лет**, с **1419 по 1434 год**.

Войны начались после сожжения Яна Гуса в 1415 году и вспыхнули в 1419 году после Пражской дефенестрации. Основные боевые действия завершились в 1434 году после битвы у Липан, хотя отдельные столкновения продолжались до 1437 года.",не галлюцинация,0
rubq-20,Сколько лет продолжалось восстание Пугачева?,2,"Восстание под предводительством Емельяна Пугачева, известное как **Крестьянская война 1773–1775 годов**, продолжалось **около двух с половиной лет** — с **сентября 1773 года** по **август 1775 года**.

### Основные этапы восстания:
1. **Сентябрь 1773 — март 1774** – Начало восстания, захват Яицкого городка, осада Оренбурга.
2. **Апрель — июль 1774** – Поход Пугачева по Уралу и Поволжью, взятие Казани.
3. **Июль — август 1774** – Поражение под Казанью, отступление на юг.
4. **Сентябрь 1774 — январь 1775** – Попытка прорваться на Дон, пленение Пугачева.
5. **Январь — август 1775** – Казнь Пугачева в Москве, подавление остатков восстания.

Таким образом, основные боевые действия длились **с сентября 1773 по август 1775 года**, а окончательное подавление восстания завершилось в 1775 году.",не галлюцинация,0
rubq-20,Сколько лет продолжалось первое кругосветное плавание?,3,"Первое кругосветное плавание началось 20 сентября 1519 года и завершилось 6 сентября 1522 года. Таким образом, оно продолжалось **почти 3 года**.",не галлюцинация,0
rubq-20,Сколько дней продолжалась оборона Севастополя?,248,"Оборона Севастополя во время Крымской войны (1853–1856) продолжалась **349 дней** — с **13 сентября 1854 года** по **27 августа 1855 года**.

Этот подвиг стал символом мужества и стойкости русских солдат и моряков, защищавших город от объединённых сил Великобритании, Франции, Османской империи и Сардинского королевства.",галлюцинация,1
rubq-20,Как официально называется Великобритания?,Соединенное королевство Великобритании и Северной Ирландии,"Официальное название Великобритании — **Соединённое Королевство Великобритании и Северной Ирландии** (англ. *United Kingdom of Great Britain and Northern Ireland*, сокращённо **UK**).

### Составные части:
- **Великобритания** (остров) включает:
  - Англию (England)
  - Шотландию (Scotland)
  - Уэльс (Wales)
- **Северная Ирландия** (часть острова Ирландия).

### Важно:
- Термин **""Великобритания""** (Great Britain) часто используется как синоним **Соединённого Королевства**, но технически это только часть UK (без Северной Ирландии).
- Полное название отражает политическое устройство: **унитарное государство с парламентской монархией** (король Карл III — глава государства).

Если нужно уточнение по конституции или истории, спрашивайте!",не галлюцинация,0
rubq-20,Из какого количества депутатов состоит Государственная дума?,450,"Государственная дума Федерального Собрания Российской Федерации состоит из **450 депутатов**.

Они избираются сроком на **5 лет** по смешанной системе:
- **225 депутатов** — по партийным спискам (пропорциональная система);
- **225 депутатов** — по одномандатным округам (мажоритарная система).

С 2021 года выборы проходят только по партийным спискам (отменены одномандатные округа).",не галлюцинация,0
rubq-20,Когда закрыли Галилео?,в 2015 году,"Галилео — это название двух космических миссий NASA:

1. **Galileo** (1989–2003) — автоматическая межпланетная станция для изучения Юпитера и его спутников. Миссия завершилась 21 сентября 2003 года, когда аппарат был намеренно направлен в атмосферу Юпитера, чтобы избежать возможного загрязнения Европы (спутника Юпитера), на котором могла бы существовать жизнь.

2. **Galileo** (2011–2012) — европейская навигационная система, аналогичная GPS. Она была официально объявлена завершённой в 2012 году, но некоторые её компоненты продолжали использоваться до 2017 года.

Если вы имеете в виду конкретную миссию, уточните, пожалуйста!",не галлюцинация,0
rubq-20,В каком году был опубликован императорский манифест О создании в России Государственной думы?,17 (30) октября 1905,"Императорский манифест **«Об учреждении Государственной думы»** был опубликован **17 (30) октября 1905 года**.

Этот документ стал важным этапом в истории России, положив начало созданию первого представительного органа власти — **Государственной думы Российской империи**, которая начала свою работу в апреле 1906 года.",не галлюцинация,0
rubq-20,В каком году появилось издательство Малыш?,1963 году,"Издательство **«Малыш»** было основано в **1946 году** в Москве. Оно специализировалось на выпуске детской литературы, иллюстрированных книг, открыток и других изданий для детей младшего возраста.

Если вам нужна более точная информация или история издательства, уточните, пожалуйста!",галлюцинация,1
rubq-20,Какой рост у Медведева?,"1,63 м","Дмитрий Медведев — бывший президент России, его рост составляет примерно **170 см**.",галлюцинация,1
rubq-20,Какая дата первого релиза PUBG?,21 декабря 2017 года,"Первый релиз **PlayerUnknown's Battlegrounds (PUBG)** состоялся 20 декабря 2017 года. Игра была выпущена в **раннем доступе** на платформе **Steam** 23 марта 2017 года, а полная версия вышла 20 декабря 2017 года.

Если вас интересует дата релиза на других платформах:
- **Xbox One**: 12 декабря 2017 года.
- **Mobile (PUBG Mobile)**: 19 декабря 2018 года.

Надеюсь, это поможет! 😊",галлюцинация,1
rubq-20,Какая площадь у Каспийского моря?,3 626 000 км²,"Площадь **Каспийского моря** составляет примерно **371 000 квадратных километров** (по разным источникам — от 371 000 до 386 400 км²).

Это самое большое **бессточное озеро** в мире и единственное море, не имеющее выхода к Мировому океану.

Если нужны более точные данные (например, с учётом изменения уровня воды), уточните, пожалуйста!",галлюцинация,1
rubq-20,Когда впервые был упомянут город Минск?,3 марта 1067 года,"Первое упоминание города **Минска** в письменных источниках относится к **1067 году** в связи с битвой на реке Немиге, описанной в **Ипатьевской летописи** (одном из древнейших русских летописных сводов).

В летописи говорится о войне между князьями Ярославичами и полоцким князем Всеславом Брячиславичем, где упоминается *""Минск""* как один из городов, пострадавших в ходе конфликта. Это первое достоверное упоминание города в исторических документах.

Однако точная дата основания Минска неизвестна, так как он возник как поселение задолго до этого. Археологические раскопки свидетельствуют, что на месте современного Минска люди жили ещё в **IX–X веках**, а возможно, и раньше.

Таким образом, **1067 год** считается первым документальным упоминанием Минска.",не галлюцинация,0
